AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Class
9.63,0.93,5.9,7.76,4.66,9.63,1.55,6.21,6.52,9.01,3.42,2.8,2.17,4.35,4.66,4.66,6.83,7.14,0.31,1.86,0.177,-0.748,-0.381,-0.536,0.129,0.127,0.186,0.522,0.022,0.068,0.127,0.503,0.177,0.043,0.497,0.503,24.35,94.52,28.0,26.68,58.74,19.56,77.52,50.02,29.88,11.75,67.37,40.57,20.36,26.38,32.49,26.59,27.72,18.35,113.12,55.39,1.32,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.07,1.0,1.0,1.0,1.29,1.43,1.0,1.0,1.17,1.0,1.0,nonDRNA
7.66,0.81,4.84,6.05,3.23,6.85,2.42,2.42,4.44,12.1,3.23,3.63,6.05,5.65,5.65,4.03,6.85,9.27,1.61,3.23,-0.069,-0.516,-0.369,-0.376,0.16,0.125,0.206,0.524,0.06,0.081,0.125,0.532,0.222,0.04,0.5,0.5,28.1,94.52,35.15,26.38,67.95,19.56,54.05,49.35,28.72,10.86,67.37,53.89,21.97,29.65,32.49,24.95,26.48,23.43,113.12,55.39,1.53,1.0,1.0,1.0,1.29,1.0,1.0,1.0,1.0,1.06,1.0,1.0,1.0,1.18,1.43,1.0,1.0,1.2,1.0,1.0,nonDRNA
7.66,0.81,4.84,6.85,2.82,6.85,2.82,2.82,4.84,12.9,3.23,2.42,5.65,4.44,5.65,4.84,7.66,8.06,1.61,3.23,-0.053,-0.549,-0.386,-0.376,0.176,0.133,0.21,0.516,0.056,0.077,0.133,0.532,0.214,0.04,0.488,0.512,40.14,20.99,14.82,23.77,24.99,16.93,31.95,18.58,22.72,28.22,27.64,41.47,14.36,24.26,47.65,29.78,18.32,39.32,0.0,22.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,nonDRNA
2.53,5.06,7.59,3.8,5.06,6.33,3.8,8.86,5.06,5.06,3.8,6.33,8.86,3.8,1.27,5.06,6.33,2.53,0.0,8.86,-0.04,-0.196,0.213,-0.352,-0.086,0.101,0.291,0.43,0.089,0.139,0.101,0.481,0.253,0.089,0.506,0.494,19.76,80.22,27.23,29.43,50.13,19.13,67.35,71.36,49.03,12.19,62.59,34.82,36.58,67.34,37.96,35.52,34.08,20.62,131.72,89.4,1.42,1.0,1.16,1.0,1.15,1.1,1.0,1.14,1.0,1.21,1.0,1.0,1.12,1.27,1.0,1.29,1.25,1.18,1.0,1.0,nonDRNA
11.87,1.6,5.71,6.16,2.97,9.13,2.28,3.2,3.42,12.79,2.97,4.79,3.88,3.42,5.02,4.79,5.48,7.76,0.68,2.05,0.093,-0.767,-0.229,-0.484,0.168,0.107,0.174,0.553,0.039,0.057,0.107,0.532,0.194,0.046,0.55,0.45,18.21,106.4,42.07,62.61,21.5,12.25,35.09,20.23,139.8,18.2,99.17,51.05,53.55,90.19,42.16,35.62,30.43,32.93,29.57,47.09,1.44,1.0,1.0,1.0,1.32,1.11,1.0,1.08,1.0,1.15,1.0,1.0,1.21,1.0,1.0,1.0,1.0,1.0,1.22,1.13,nonDRNA
11.11,1.54,3.7,2.16,7.72,11.73,3.09,8.02,1.54,8.33,2.16,1.85,5.86,2.47,4.01,4.94,4.94,4.63,5.56,4.63,-0.631,-0.54,-0.031,-0.087,0.064,0.086,0.185,0.651,0.059,0.179,0.086,0.599,0.164,0.037,0.503,0.497,33.66,50.64,45.02,17.48,47.84,55.14,47.13,28.17,27.34,16.59,81.93,39.37,32.88,29.88,31.83,23.26,33.87,24.34,54.01,23.38,1.14,1.0,1.0,1.25,1.0,1.0,1.0,1.14,1.25,1.17,1.0,1.0,1.0,1.15,1.24,1.2,1.15,1.0,1.0,1.0,nonDRNA
5.6,2.0,2.8,9.6,2.8,3.6,2.4,5.6,6.4,9.6,2.8,5.2,4.4,5.2,6.8,8.0,5.2,5.6,1.6,4.8,0.203,-0.203,-0.385,-0.393,0.038,0.156,0.252,0.416,0.044,0.092,0.156,0.452,0.252,0.048,0.424,0.576,24.9,123.2,49.17,29.81,78.45,35.8,100.02,73.91,44.89,12.92,226.21,51.15,39.1,39.33,54.39,19.25,35.37,35.33,234.6,172.43,1.11,1.0,1.12,1.19,1.1,1.0,1.33,1.14,1.0,1.27,1.0,1.2,1.52,1.0,1.16,1.51,1.3,1.36,1.0,1.0,nonDRNA
7.88,1.11,4.43,7.19,2.77,4.98,1.66,3.87,5.95,12.45,1.38,4.15,11.07,4.7,3.46,10.24,4.56,6.09,0.97,1.11,0.066,-0.534,-0.135,-0.496,0.37,0.111,0.217,0.515,0.111,0.048,0.111,0.521,0.263,0.025,0.545,0.455,20.53,87.26,29.57,17.56,58.56,40.37,140.44,22.71,25.3,22.07,75.69,27.98,45.78,40.61,20.24,20.13,52.34,34.64,134.63,27.59,1.16,1.0,1.12,1.16,1.0,1.0,1.0,1.0,1.0,1.26,1.0,1.0,1.29,1.2,1.12,1.24,1.0,1.0,1.0,1.43,nonDRNA
10.08,0.81,6.85,10.08,3.23,3.63,0.4,6.05,7.26,9.27,2.82,5.24,2.82,4.03,6.85,6.85,3.23,4.03,0.81,5.65,0.349,-0.198,-0.331,-0.544,0.114,0.145,0.206,0.427,0.028,0.097,0.145,0.431,0.226,0.036,0.435,0.565,26.69,0.0,18.91,18.99,23.93,16.98,85.89,17.15,11.26,24.67,60.34,37.55,0.0,30.14,86.99,22.07,69.98,28.26,0.0,32.17,1.0,0.0,1.15,1.43,1.22,1.0,1.0,1.0,1.25,1.17,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,nonDRNA
7.46,0.0,9.7,10.45,6.72,8.96,0.75,6.72,11.94,8.96,2.24,3.73,0.0,4.48,0.75,5.22,2.24,6.72,0.0,2.99,0.323,-0.513,-0.317,-0.724,0.125,0.134,0.149,0.478,0.0,0.097,0.134,0.41,0.172,0.022,0.44,0.56,33.3,119.86,31.21,39.48,50.97,30.67,70.82,37.74,27.93,12.55,82.65,51.81,46.71,51.93,31.36,28.44,48.06,24.36,86.68,51.78,1.07,1.18,1.0,1.2,1.1,1.0,1.53,1.15,1.23,1.21,1.15,1.47,1.15,1.0,1.0,1.3,1.61,1.21,1.0,1.0,nonDRNA
5.59,2.12,5.39,5.78,4.05,6.17,2.89,5.2,6.74,12.72,2.5,3.28,5.2,4.05,5.01,7.71,4.43,7.32,1.54,2.31,-0.048,-0.459,-0.311,-0.351,0.157,0.146,0.206,0.503,0.052,0.079,0.146,0.507,0.231,0.046,0.472,0.528,31.11,134.84,26.5,33.03,34.1,31.72,38.52,34.58,33.77,14.3,160.92,50.35,25.81,70.91,29.39,19.86,37.65,44.33,63.62,61.43,1.18,1.0,1.0,1.11,1.0,1.15,1.0,1.09,1.14,1.3,1.0,1.29,1.0,1.0,1.33,1.1,1.0,1.0,1.0,1.25,nonDRNA
7.91,0.72,5.04,6.47,5.4,4.68,3.6,7.91,5.04,11.87,1.8,2.52,6.47,3.96,6.47,7.55,3.24,4.68,1.8,2.88,-0.169,-0.291,-0.318,-0.278,0.246,0.151,0.183,0.525,0.065,0.101,0.151,0.518,0.241,0.025,0.428,0.572,26.64,133.9,36.88,25.95,55.66,16.39,41.8,44.1,146.63,22.31,162.54,56.22,12.34,31.89,50.51,28.39,28.72,39.76,114.44,59.38,1.0,1.18,1.38,1.27,1.0,1.0,1.0,1.43,1.0,1.08,1.0,1.0,1.36,1.13,1.18,4.67,1.09,1.0,1.0,1.0,nonDRNA
5.83,3.37,4.91,6.75,3.37,7.98,3.68,4.29,1.23,7.67,0.61,3.68,11.96,4.6,6.75,9.2,6.75,4.29,1.23,1.84,0.366,-0.461,0.041,-0.399,0.218,0.117,0.258,0.472,0.12,0.064,0.117,0.494,0.273,0.04,0.58,0.42,27.36,137.34,37.27,26.0,55.22,18.25,39.98,40.9,150.85,23.95,157.96,46.66,13.22,29.1,54.22,24.2,32.21,38.19,121.07,54.59,1.1,1.18,1.29,1.25,1.0,1.0,1.0,1.46,1.0,1.1,1.0,1.0,1.31,1.12,1.21,4.55,1.0,1.0,1.0,1.0,nonDRNA
6.39,3.51,4.47,7.67,3.83,7.99,3.19,4.15,1.28,6.71,0.64,4.79,10.22,5.43,6.07,9.9,6.07,4.79,0.96,1.92,0.457,-0.478,0.058,-0.487,0.168,0.105,0.268,0.457,0.102,0.067,0.105,0.473,0.256,0.042,0.581,0.419,20.12,109.55,25.59,31.39,49.79,30.82,76.67,46.89,24.55,14.84,55.15,65.22,45.72,32.49,20.76,39.38,42.36,24.76,94.0,55.37,1.11,1.0,1.0,1.45,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.25,1.52,1.29,1.62,1.25,1.0,1.0,1.0,nonDRNA
9.27,1.46,4.39,10.73,2.44,4.39,1.95,3.9,5.37,9.76,1.95,1.95,3.9,11.22,6.83,6.34,3.9,6.83,0.98,2.44,0.407,-0.381,-0.475,-0.555,0.231,0.141,0.254,0.434,0.039,0.059,0.141,0.444,0.2,0.034,0.424,0.576,21.83,30.29,26.29,32.39,40.98,16.52,47.3,23.07,70.33,12.88,85.03,60.71,27.93,43.31,22.59,23.8,23.78,23.45,0.0,64.46,1.0,1.0,1.0,1.57,1.0,1.1,1.0,1.0,1.0,1.39,1.0,1.0,1.0,1.36,1.11,1.0,1.0,1.0,0.0,1.0,nonDRNA
7.87,3.54,5.12,5.51,4.33,8.27,3.94,4.72,1.97,12.2,1.97,2.36,5.51,4.33,7.48,5.91,7.09,5.91,0.0,1.97,0.102,-0.646,-0.237,-0.382,0.149,0.134,0.228,0.508,0.055,0.063,0.134,0.531,0.213,0.055,0.516,0.484,32.38,77.68,27.75,16.35,36.52,38.08,58.97,20.04,29.79,14.11,65.54,29.16,32.46,48.57,22.29,27.91,55.54,59.5,130.98,29.98,1.11,1.0,1.0,1.21,1.0,1.0,1.4,1.19,1.2,1.27,1.0,1.0,1.14,1.0,1.12,1.0,1.0,1.0,1.0,1.0,nonDRNA
6.55,1.38,4.83,9.66,4.83,3.79,3.45,7.24,6.9,10.34,2.07,5.17,4.83,4.14,5.86,4.83,4.14,5.17,0.69,4.14,0.087,-0.187,-0.364,-0.393,0.1,0.162,0.186,0.455,0.048,0.097,0.162,0.472,0.262,0.034,0.407,0.593,20.26,87.83,29.54,24.54,29.94,20.14,38.32,21.03,26.05,31.56,69.56,41.88,35.36,53.67,33.12,39.39,34.98,31.53,109.96,38.27,1.14,1.0,1.2,1.29,1.12,1.0,1.0,1.17,1.0,1.11,1.0,1.17,1.0,1.0,1.13,1.0,1.17,1.4,1.0,1.18,nonDRNA
9.63,1.33,6.64,6.98,5.32,7.31,2.99,7.97,6.64,6.31,1.66,3.99,4.32,3.99,4.98,4.32,3.99,6.64,1.33,3.65,0.145,-0.412,-0.255,-0.38,0.119,0.146,0.173,0.505,0.043,0.103,0.146,0.485,0.229,0.03,0.482,0.518,32.34,116.89,36.33,24.02,51.11,38.14,53.26,40.88,23.31,17.76,52.83,27.09,25.72,56.11,43.94,24.04,39.57,35.2,86.13,41.59,1.21,1.0,1.24,1.35,1.0,1.17,1.14,1.09,1.88,1.19,1.0,1.0,1.07,1.19,1.08,1.06,1.0,1.13,1.0,1.12,nonDRNA
5.62,1.2,6.63,6.83,3.82,4.82,2.81,4.62,8.63,10.64,2.61,4.22,5.82,4.22,4.82,7.03,4.62,6.02,1.61,3.41,0.16,-0.248,-0.294,-0.35,0.157,0.163,0.205,0.456,0.058,0.088,0.163,0.466,0.263,0.038,0.46,0.54,18.11,69.24,21.57,20.96,29.63,14.91,38.87,16.6,28.9,38.85,114.7,35.84,55.06,53.66,38.32,19.91,31.72,43.23,28.16,86.85,1.73,1.0,1.13,1.24,1.0,1.11,1.0,1.0,1.0,1.29,1.0,1.18,1.0,1.0,1.0,1.15,1.0,1.22,1.0,1.0,nonDRNA
10.23,1.86,6.98,7.91,5.12,8.84,3.26,6.98,6.98,3.26,0.93,5.12,3.72,3.26,4.19,6.05,5.58,4.19,4.19,1.4,0.491,-0.366,-0.085,-0.351,0.049,0.144,0.181,0.474,0.037,0.107,0.144,0.46,0.233,0.028,0.526,0.474,39.87,32.38,87.4,17.53,31.21,26.45,30.02,55.29,20.91,24.08,272.61,49.53,39.23,31.74,37.89,21.83,23.86,61.98,228.45,69.84,1.06,1.0,1.0,1.08,1.15,1.04,1.03,1.08,1.03,1.14,1.0,1.07,1.12,1.07,1.08,1.13,1.07,1.0,1.0,1.0,nonDRNA
3.9,5.86,3.44,8.15,4.71,5.97,7.58,2.87,8.27,6.43,0.8,3.1,3.9,6.43,5.63,8.84,6.89,3.44,0.8,2.99,0.743,-0.198,-0.154,-0.194,-0.029,0.215,0.31,0.328,0.039,0.085,0.215,0.396,0.285,0.067,0.454,0.546,21.26,64.95,23.95,30.77,30.74,16.11,83.77,48.11,50.4,14.64,94.7,99.84,27.15,71.9,17.64,29.29,56.19,30.35,58.22,38.02,1.42,1.0,1.14,1.3,1.17,2.45,1.0,1.0,1.55,1.46,1.0,1.0,1.15,1.0,1.1,1.0,1.0,1.11,1.0,1.0,nonDRNA
10.39,1.73,6.06,8.66,5.19,9.52,1.73,2.16,4.76,11.26,1.3,1.3,5.63,1.3,8.66,4.76,1.73,7.79,2.16,3.9,0.08,-0.442,-0.249,-0.312,0.166,0.152,0.134,0.554,0.056,0.113,0.152,0.494,0.221,0.03,0.489,0.511,33.19,62.74,32.86,40.28,48.39,23.0,94.28,44.71,42.93,20.86,151.52,33.12,35.29,51.76,28.09,29.89,47.87,22.55,144.25,48.17,1.05,1.1,1.11,1.34,1.0,1.0,1.15,1.06,1.0,1.31,1.0,1.11,1.0,1.24,1.15,1.15,1.06,1.25,1.0,1.0,nonDRNA
5.82,2.91,5.53,8.44,3.64,7.28,1.89,4.66,4.66,10.19,1.6,5.09,4.66,3.64,5.68,5.82,4.95,8.3,1.89,3.35,0.143,-0.451,-0.233,-0.493,0.031,0.122,0.207,0.48,0.047,0.089,0.122,0.486,0.22,0.045,0.504,0.496,23.73,156.21,36.82,22.6,111.01,15.39,106.83,22.33,39.75,23.21,110.04,41.89,36.69,41.05,34.88,16.54,27.78,48.59,221.37,129.26,1.1,1.0,1.3,1.25,1.0,1.19,1.0,1.21,1.26,1.48,1.0,1.21,1.44,1.0,1.0,1.23,1.08,1.0,1.0,1.57,nonDRNA
8.09,1.18,6.51,7.89,1.38,10.26,1.18,7.5,6.11,8.28,2.17,3.75,6.31,3.94,5.13,10.26,4.93,3.35,0.39,1.38,0.549,-0.711,-0.191,-0.608,0.248,0.124,0.217,0.477,0.063,0.032,0.124,0.436,0.225,0.034,0.546,0.454,25.06,68.28,24.21,18.36,38.22,24.79,56.65,24.14,31.66,22.48,68.86,81.4,15.43,121.23,41.27,30.38,26.49,18.68,69.36,67.41,1.0,1.0,1.0,1.62,1.17,1.67,1.0,1.0,1.14,1.22,1.0,1.0,1.11,1.33,1.0,1.29,1.0,1.17,1.0,1.0,nonDRNA
6.5,1.63,4.88,11.79,4.88,7.32,2.03,5.69,5.69,7.32,2.03,2.03,7.72,2.44,2.85,5.69,5.28,9.35,2.03,2.85,-0.029,-0.549,-0.16,-0.525,0.14,0.106,0.179,0.528,0.077,0.098,0.106,0.524,0.203,0.037,0.504,0.496,34.2,0.0,24.04,19.56,31.59,39.3,24.73,26.25,26.6,16.08,132.01,32.84,31.61,59.5,39.78,21.65,13.38,33.44,58.64,67.95,1.0,0.0,1.29,1.53,1.0,1.67,1.0,1.36,1.0,1.0,1.0,1.33,1.0,1.0,1.0,1.15,1.18,1.0,1.5,1.33,nonDRNA
5.97,0.0,5.22,11.19,2.99,4.48,4.48,8.21,6.72,8.96,0.75,4.48,3.73,1.49,2.24,9.7,8.21,3.73,2.99,4.48,0.209,-0.306,-0.239,-0.525,0.094,0.134,0.239,0.418,0.037,0.104,0.134,0.455,0.216,0.007,0.455,0.545,30.01,62.64,16.83,17.91,33.3,15.25,106.26,35.14,25.99,16.11,168.01,16.98,41.78,31.42,64.54,66.93,31.5,19.68,56.1,22.01,1.15,1.0,1.0,1.42,1.0,1.38,1.0,1.0,1.0,1.13,1.0,1.0,1.0,1.0,1.0,1.22,1.22,1.46,1.0,1.0,nonDRNA
7.65,1.18,7.65,11.18,4.12,9.41,0.59,4.12,6.47,8.82,0.59,5.88,1.76,3.53,1.76,5.29,5.29,7.65,1.76,5.29,0.338,-0.531,-0.158,-0.779,0.004,0.088,0.206,0.459,0.018,0.112,0.088,0.429,0.165,0.018,0.518,0.482,30.74,66.5,34.75,27.1,87.99,33.35,52.5,42.01,79.71,28.38,91.67,30.55,24.86,28.98,26.35,27.42,55.17,36.07,234.35,99.95,1.33,1.0,1.14,1.88,1.0,1.17,1.12,1.25,1.27,1.13,1.0,1.12,1.22,1.15,1.2,1.25,1.08,1.0,1.0,1.0,nonDRNA
6.19,4.3,4.98,10.14,2.58,6.19,2.92,4.12,3.78,7.73,1.55,5.67,7.9,6.7,6.87,8.25,4.3,3.95,0.52,1.37,0.676,-0.342,-0.072,-0.514,0.122,0.136,0.249,0.407,0.079,0.045,0.136,0.431,0.271,0.058,0.517,0.483,42.92,102.77,17.9,10.51,34.13,16.83,51.26,22.81,39.69,16.89,73.03,29.74,32.66,81.28,29.96,27.22,43.24,20.62,68.27,44.06,1.0,1.0,1.25,1.0,1.17,1.0,1.0,1.57,1.0,1.0,1.0,1.0,1.0,1.0,1.14,1.0,1.0,1.0,1.0,1.0,nonDRNA
3.24,1.08,8.65,11.35,6.49,7.03,1.62,7.57,3.78,7.57,2.16,4.32,4.86,2.16,7.57,4.32,3.24,7.03,2.16,3.78,0.142,-0.153,-0.241,-0.525,0.012,0.13,0.146,0.481,0.049,0.124,0.13,0.454,0.222,0.032,0.438,0.562,10.72,0.0,155.83,78.76,24.74,20.28,72.64,121.39,66.53,6.34,88.84,104.3,32.92,91.28,30.87,48.69,32.6,55.82,26.96,44.37,1.26,0.0,1.0,1.25,1.0,1.14,1.0,1.0,1.0,1.45,1.0,1.0,1.15,1.0,1.2,1.0,1.0,1.0,1.14,1.0,nonDRNA
15.02,0.0,0.79,3.16,5.93,11.07,2.37,1.58,1.19,26.48,1.19,1.98,5.14,1.98,3.95,3.16,3.16,3.56,5.53,2.77,-1.156,-0.741,-0.296,-0.13,0.292,0.075,0.111,0.755,0.051,0.142,0.075,0.676,0.146,0.012,0.439,0.561,33.06,44.93,50.74,29.06,36.14,16.47,32.77,46.15,31.14,13.49,76.16,34.07,33.74,39.66,30.56,22.01,19.91,40.55,101.48,23.68,1.25,1.0,1.0,1.31,1.0,1.13,1.0,1.0,1.55,1.21,1.0,1.0,1.0,1.0,1.0,1.22,1.17,1.0,1.0,1.0,nonDRNA
5.16,1.94,3.87,8.39,3.87,9.68,3.23,3.23,7.1,12.26,1.29,5.16,4.52,3.87,4.52,5.81,7.74,2.58,0.65,5.16,0.314,-0.424,-0.267,-0.452,0.033,0.148,0.245,0.432,0.045,0.097,0.148,0.432,0.245,0.032,0.465,0.535,33.31,44.93,49.21,30.38,36.14,16.68,32.77,28.54,29.49,13.62,76.16,34.07,33.9,39.66,35.15,20.2,20.52,40.03,101.48,23.68,1.0,1.0,1.0,1.33,1.0,1.14,1.0,1.0,1.5,1.22,1.0,1.0,1.25,1.0,1.0,1.2,1.17,1.0,1.0,1.0,nonDRNA
3.87,1.94,4.52,7.74,3.87,9.03,3.23,3.87,7.74,11.61,1.29,5.16,5.16,3.87,3.87,6.45,7.74,3.23,0.65,5.16,0.286,-0.399,-0.249,-0.455,0.042,0.148,0.252,0.426,0.052,0.097,0.148,0.432,0.252,0.032,0.471,0.529,33.31,41.01,49.21,30.38,23.11,16.68,41.35,30.66,22.63,12.18,76.16,35.02,33.74,39.66,34.21,20.37,20.59,40.55,101.48,28.0,1.0,1.0,1.0,1.33,1.0,1.14,1.0,1.0,1.46,1.2,1.0,1.0,1.0,1.0,1.0,1.22,1.46,1.0,1.0,1.0,nonDRNA
3.87,1.94,4.52,7.74,5.16,9.03,3.23,3.87,8.39,12.9,1.29,4.52,4.52,3.87,3.23,5.81,8.39,2.58,0.65,4.52,0.182,-0.419,-0.274,-0.453,0.048,0.148,0.245,0.439,0.045,0.103,0.148,0.452,0.239,0.032,0.452,0.548,31.14,69.53,27.94,29.21,38.44,38.07,57.63,40.46,30.76,18.05,71.5,51.05,35.01,51.83,37.22,26.41,39.88,36.46,146.68,37.94,1.11,1.0,1.17,1.22,1.0,1.07,1.0,1.0,1.47,1.11,1.0,1.0,1.04,1.23,1.05,1.3,1.13,1.17,1.0,1.05,nonDRNA
5.82,2.6,6.24,7.48,3.74,6.24,2.6,3.33,6.13,9.25,2.29,4.16,5.09,4.47,4.57,9.56,4.78,6.03,1.56,4.05,0.32,-0.347,-0.122,-0.453,0.089,0.133,0.255,0.433,0.051,0.094,0.133,0.445,0.226,0.049,0.505,0.495,20.38,342.56,24.6,24.59,104.16,14.69,59.44,50.68,53.09,17.99,51.4,149.62,40.57,71.25,19.25,24.05,31.78,24.13,53.45,104.46,1.53,1.0,1.13,1.18,1.0,1.0,1.15,1.12,1.17,1.24,1.25,1.0,1.0,1.0,1.26,1.3,1.0,1.17,1.0,1.0,nonDRNA
12.23,0.21,6.65,7.3,2.15,9.23,2.79,3.43,2.58,10.52,3.43,0.64,5.15,2.15,8.15,5.79,6.22,7.51,2.15,1.72,0.18,-0.696,-0.312,-0.356,0.257,0.135,0.161,0.558,0.052,0.06,0.135,0.53,0.193,0.036,0.536,0.464,19.44,85.04,35.58,33.46,32.57,21.46,49.25,37.58,41.51,18.47,62.8,65.34,35.19,32.48,41.09,22.39,40.52,23.46,102.93,46.39,1.15,1.15,1.0,1.2,1.0,1.23,1.0,1.18,1.0,1.12,1.0,1.0,1.21,1.32,1.09,1.12,1.09,1.21,1.0,1.12,nonDRNA
9.7,2.43,4.66,5.6,4.48,8.21,2.8,4.1,3.36,9.14,2.43,2.8,5.22,5.78,4.29,9.14,4.1,7.28,1.31,3.17,0.083,-0.62,-0.102,-0.422,0.167,0.104,0.246,0.519,0.052,0.09,0.104,0.502,0.185,0.049,0.535,0.465,31.75,82.58,20.75,42.31,29.4,16.48,89.57,28.41,31.47,12.66,87.82,41.87,30.27,21.42,61.8,15.53,46.12,15.41,74.2,36.52,1.0,1.0,1.0,1.15,1.0,1.14,1.0,1.0,1.0,1.47,1.0,1.0,1.0,1.0,1.0,1.18,1.25,1.18,1.0,1.0,nonDRNA
6.71,0.67,6.04,8.72,4.03,9.4,1.34,4.7,2.68,11.41,2.01,4.03,5.37,6.04,1.34,7.38,5.37,7.38,2.01,3.36,-0.039,-0.662,-0.111,-0.704,0.155,0.054,0.228,0.53,0.054,0.094,0.054,0.497,0.148,0.027,0.523,0.477,17.11,141.14,29.74,40.72,43.35,18.94,61.58,48.61,97.97,15.45,122.12,57.72,28.98,38.82,25.32,22.33,46.48,26.57,211.31,85.35,1.37,1.0,1.0,1.09,1.12,1.11,1.15,1.13,1.0,1.32,1.0,1.0,1.0,1.0,1.21,1.2,1.27,1.17,1.0,1.0,nonDRNA
12.88,1.31,5.46,5.02,3.71,7.86,2.84,3.28,1.97,12.23,2.18,2.62,5.46,5.24,6.33,6.55,4.8,7.64,0.66,1.97,0.042,-0.713,-0.229,-0.419,0.281,0.111,0.199,0.559,0.055,0.063,0.111,0.541,0.192,0.035,0.546,0.454,26.59,0.0,26.12,13.63,41.58,19.52,70.04,15.1,14.95,14.99,34.92,22.11,106.35,32.09,26.3,25.34,29.82,40.67,48.17,25.26,1.0,0.0,1.0,1.0,1.0,1.25,1.0,1.55,1.18,1.2,1.0,1.0,1.0,1.0,1.29,1.29,1.0,1.0,1.0,1.33,nonDRNA
6.03,0.0,3.45,12.07,1.72,6.9,0.86,9.48,9.48,8.62,3.45,6.9,0.86,3.45,6.03,6.03,3.45,4.31,1.72,5.17,0.319,-0.283,-0.552,-0.516,-0.028,0.164,0.181,0.431,0.009,0.086,0.164,0.397,0.241,0.034,0.379,0.621,33.19,157.32,22.78,18.25,84.99,21.54,48.43,25.93,42.58,21.81,56.42,103.93,28.53,58.26,16.1,67.18,32.13,20.82,130.66,32.27,1.0,1.0,1.12,1.31,1.0,1.0,1.0,1.12,1.2,1.19,1.0,1.0,1.11,1.0,1.15,1.0,1.18,1.13,1.0,1.13,nonDRNA
6.2,0.39,6.2,15.12,1.55,6.98,2.71,6.2,3.88,8.14,2.71,1.94,6.98,2.33,10.47,1.94,4.26,5.81,0.39,5.81,0.417,-0.225,-0.447,-0.483,0.124,0.171,0.147,0.45,0.07,0.078,0.171,0.426,0.26,0.031,0.407,0.593,20.56,178.54,32.09,25.88,66.75,15.33,90.34,24.13,23.35,28.26,72.84,46.37,27.02,57.8,46.76,43.63,32.42,18.33,106.97,42.56,1.06,1.0,1.0,1.15,1.13,1.06,1.0,1.18,1.07,1.15,1.0,1.2,1.17,1.0,1.22,1.17,1.0,1.17,1.0,1.0,nonDRNA
8.86,1.43,4.29,7.43,4.29,10.0,2.86,6.29,7.71,7.43,2.29,2.86,6.57,2.29,2.57,3.43,4.57,10.29,1.43,3.14,-0.105,-0.714,-0.25,-0.353,0.139,0.131,0.149,0.574,0.066,0.089,0.131,0.534,0.226,0.037,0.523,0.477,20.14,110.0,24.29,20.28,45.23,28.45,100.9,21.46,17.2,10.04,60.47,33.5,38.16,55.57,24.68,33.6,78.51,27.28,183.79,34.0,1.38,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.08,1.4,1.0,1.0,1.33,1.4,1.0,1.33,1.0,1.0,1.0,1.2,nonDRNA
7.21,0.45,5.41,9.01,4.5,4.5,1.35,6.76,10.81,13.51,3.6,3.15,5.41,2.25,5.41,5.41,1.8,4.5,0.45,4.5,-0.116,-0.251,-0.442,-0.343,0.203,0.176,0.144,0.505,0.054,0.095,0.176,0.482,0.261,0.041,0.378,0.622,23.29,0.0,24.29,20.28,34.92,28.45,100.9,18.98,17.48,10.04,60.47,33.5,38.0,40.14,32.49,22.97,55.23,38.92,183.79,34.0,1.43,0.0,1.0,1.4,1.0,1.0,1.0,1.0,1.09,1.4,1.0,1.0,1.18,1.25,1.0,1.27,1.0,1.0,1.0,1.2,nonDRNA
6.31,0.0,5.41,9.01,4.5,4.5,1.35,7.21,10.36,13.51,3.6,3.15,4.95,3.6,4.95,6.76,1.8,4.05,0.45,4.5,-0.091,-0.242,-0.45,-0.398,0.213,0.167,0.167,0.491,0.05,0.095,0.167,0.464,0.248,0.036,0.369,0.631,12.06,185.94,31.49,28.91,45.39,15.05,113.67,34.68,29.64,16.66,64.22,144.3,42.49,40.03,20.68,35.21,31.48,26.26,103.03,74.16,1.15,1.0,1.0,1.09,1.14,1.29,1.0,1.17,1.0,1.0,1.18,1.0,1.0,1.0,1.2,1.19,1.11,1.21,1.0,1.0,nonDRNA
