ID,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
Seq_2840,0.44,0.29,0.269,0.432,0.302,0.263
Seq_2841,0.495,0.282,0.223,0.461,0.317,0.185
Seq_2842,0.379,0.366,0.255,0.354,0.348,0.298
Seq_2843,0.443,0.28,0.277,0.46,0.284,0.249
Seq_2844,0.382,0.29,0.328,0.454,0.328,0.24
Seq_2845,0.457,0.309,0.234,0.468,0.266,0.261
Seq_2846,0.503,0.24,0.257,0.336,0.424,0.184
Seq_2847,0.436,0.295,0.269,0.456,0.346,0.204
Seq_2848,0.432,0.273,0.295,0.432,0.367,0.194
Seq_2849,0.387,0.294,0.32,0.472,0.284,0.243
Seq_2850,0.478,0.254,0.269,0.326,0.438,0.222
Seq_2851,0.486,0.295,0.22,0.434,0.322,0.228
Seq_2852,0.515,0.222,0.263,0.357,0.374,0.279
Seq_2853,0.394,0.323,0.283,0.46,0.308,0.246
Seq_2854,0.491,0.259,0.25,0.482,0.274,0.211
Seq_2855,0.483,0.226,0.292,0.462,0.306,0.229
Seq_2856,0.405,0.257,0.338,0.447,0.284,0.299
Seq_2857,0.421,0.326,0.252,0.442,0.306,0.249
Seq_2858,0.474,0.276,0.25,0.415,0.309,0.27
Seq_2859,0.467,0.259,0.274,0.523,0.249,0.203
Seq_2860,0.527,0.214,0.26,0.445,0.301,0.225
Seq_2861,0.369,0.361,0.269,0.41,0.301,0.269
Seq_2862,0.492,0.237,0.271,0.511,0.305,0.195
Seq_2863,0.505,0.257,0.239,0.414,0.351,0.189
Seq_2864,0.448,0.221,0.331,0.367,0.379,0.26
Seq_2865,0.472,0.237,0.291,0.433,0.286,0.289
Seq_2866,0.462,0.208,0.33,0.368,0.382,0.308
Seq_2867,0.517,0.207,0.276,0.415,0.328,0.254
Seq_2868,0.401,0.341,0.258,0.543,0.196,0.266
Seq_2869,0.447,0.3,0.253,0.418,0.322,0.253
Seq_2870,0.423,0.268,0.309,0.463,0.341,0.179
Seq_2871,0.432,0.32,0.248,0.36,0.368,0.272
Seq_2872,0.527,0.217,0.256,0.473,0.276,0.222
Seq_2873,0.45,0.26,0.289,0.379,0.336,0.265
Seq_2874,0.535,0.202,0.263,0.354,0.455,0.222
Seq_2875,0.388,0.329,0.284,0.431,0.322,0.251
Seq_2876,0.501,0.236,0.263,0.414,0.343,0.247
Seq_2877,0.44,0.199,0.361,0.411,0.298,0.33
Seq_2878,0.505,0.244,0.251,0.35,0.386,0.251
Seq_2879,0.522,0.212,0.265,0.522,0.27,0.19
Seq_2880,0.504,0.256,0.24,0.504,0.24,0.223
Seq_2881,0.395,0.368,0.238,0.562,0.203,0.235
Seq_2882,0.429,0.268,0.303,0.404,0.331,0.269
Seq_2883,0.459,0.243,0.297,0.486,0.27,0.27
Seq_2884,0.327,0.355,0.319,0.416,0.324,0.332
Seq_2885,0.456,0.273,0.271,0.401,0.364,0.233
Seq_2886,0.479,0.213,0.308,0.368,0.33,0.319
Seq_2887,0.387,0.309,0.304,0.457,0.32,0.241
Seq_2888,0.42,0.295,0.285,0.469,0.304,0.225
Seq_2889,0.468,0.234,0.298,0.383,0.379,0.276
Seq_2890,0.496,0.194,0.309,0.382,0.417,0.257
Seq_2891,0.4,0.346,0.254,0.549,0.213,0.242
Seq_2892,0.465,0.256,0.279,0.302,0.384,0.326
Seq_2893,0.387,0.272,0.341,0.414,0.321,0.283
Seq_2894,0.502,0.277,0.221,0.432,0.262,0.277
Seq_2895,0.465,0.271,0.264,0.378,0.372,0.234
Seq_2896,0.417,0.28,0.304,0.438,0.342,0.223
Seq_2897,0.49,0.224,0.286,0.396,0.349,0.245
Seq_2898,0.422,0.347,0.231,0.582,0.17,0.237
Seq_2899,0.414,0.319,0.267,0.38,0.357,0.27
Seq_2900,0.476,0.272,0.252,0.484,0.3,0.188
Seq_2901,0.477,0.255,0.269,0.346,0.397,0.269
Seq_2902,0.508,0.252,0.24,0.422,0.333,0.238
Seq_2903,0.463,0.294,0.243,0.426,0.342,0.225
Seq_2904,0.378,0.286,0.336,0.468,0.311,0.21
Seq_2905,0.459,0.321,0.22,0.465,0.333,0.22
Seq_2906,0.432,0.252,0.316,0.368,0.38,0.265
Seq_2907,0.457,0.272,0.272,0.386,0.407,0.225
Seq_2908,0.521,0.2,0.279,0.358,0.434,0.186
Seq_2909,0.457,0.271,0.272,0.397,0.344,0.249
Seq_2910,0.485,0.296,0.22,0.419,0.268,0.261
Seq_2911,0.513,0.246,0.241,0.492,0.256,0.216
Seq_2912,0.476,0.269,0.254,0.417,0.348,0.224
Seq_2913,0.482,0.272,0.246,0.409,0.355,0.222
Seq_2914,0.36,0.304,0.336,0.412,0.325,0.281
Seq_2915,0.393,0.268,0.339,0.489,0.252,0.268
Seq_2916,0.456,0.289,0.256,0.406,0.3,0.253
Seq_2917,0.455,0.289,0.257,0.404,0.303,0.252
Seq_2918,0.447,0.292,0.261,0.393,0.294,0.269
Seq_2919,0.449,0.292,0.258,0.395,0.294,0.266
Seq_2920,0.491,0.226,0.283,0.345,0.387,0.241
Seq_2921,0.457,0.295,0.248,0.416,0.344,0.201
Seq_2922,0.456,0.286,0.258,0.449,0.35,0.225
Seq_2923,0.344,0.307,0.349,0.444,0.258,0.304
Seq_2924,0.406,0.297,0.297,0.478,0.287,0.245
Seq_2925,0.434,0.256,0.31,0.49,0.269,0.245
Seq_2926,0.451,0.254,0.296,0.451,0.296,0.268
Seq_2927,0.41,0.322,0.267,0.419,0.322,0.258
Seq_2928,0.471,0.236,0.293,0.382,0.42,0.193
Seq_2929,0.423,0.255,0.322,0.384,0.336,0.288
Seq_2930,0.485,0.247,0.269,0.551,0.269,0.185
Seq_2931,0.54,0.246,0.215,0.381,0.318,0.301
Seq_2932,0.361,0.306,0.333,0.436,0.284,0.278
Seq_2933,0.474,0.261,0.265,0.526,0.232,0.219
Seq_2934,0.462,0.262,0.276,0.423,0.311,0.252
Seq_2935,0.417,0.206,0.377,0.314,0.314,0.377
Seq_2936,0.455,0.27,0.275,0.38,0.33,0.275
Seq_2937,0.416,0.268,0.315,0.43,0.295,0.262
Seq_2938,0.518,0.27,0.212,0.482,0.27,0.212
Seq_2939,0.423,0.314,0.264,0.501,0.304,0.178
Seq_2940,0.51,0.249,0.241,0.499,0.249,0.233
Seq_2941,0.432,0.214,0.354,0.426,0.3,0.285
Seq_2942,0.421,0.274,0.305,0.416,0.31,0.228
Seq_2943,0.402,0.313,0.284,0.477,0.253,0.25
Seq_2944,0.414,0.275,0.312,0.445,0.278,0.252
Seq_2945,0.447,0.269,0.284,0.439,0.326,0.254
Seq_2946,0.455,0.284,0.261,0.42,0.35,0.249
Seq_2947,0.48,0.254,0.267,0.434,0.308,0.255
Seq_2948,0.435,0.293,0.272,0.476,0.329,0.202
Seq_2949,0.456,0.237,0.307,0.458,0.296,0.254
Seq_2950,0.44,0.276,0.283,0.473,0.265,0.255
Seq_2951,0.43,0.297,0.272,0.437,0.316,0.241
Seq_2952,0.401,0.332,0.267,0.454,0.284,0.266
Seq_2953,0.393,0.337,0.27,0.448,0.287,0.267
Seq_2954,0.48,0.249,0.27,0.441,0.336,0.239
Seq_2955,0.463,0.251,0.285,0.389,0.402,0.216
Seq_2956,0.447,0.292,0.26,0.411,0.361,0.256
Seq_2957,0.487,0.186,0.327,0.299,0.416,0.289
Seq_2958,0.421,0.248,0.331,0.453,0.307,0.261
Seq_2959,0.437,0.216,0.347,0.331,0.384,0.335
Seq_2960,0.433,0.333,0.233,0.433,0.294,0.276
Seq_2961,0.477,0.244,0.279,0.501,0.226,0.258
Seq_2962,0.451,0.276,0.273,0.461,0.299,0.239
Seq_2963,0.445,0.222,0.333,0.339,0.39,0.321
Seq_2964,0.391,0.279,0.331,0.395,0.313,0.321
Seq_2965,0.514,0.246,0.24,0.508,0.251,0.184
Seq_2966,0.499,0.254,0.248,0.464,0.297,0.233
Seq_2967,0.448,0.265,0.287,0.464,0.273,0.243
Seq_2968,0.463,0.265,0.271,0.441,0.277,0.244
Seq_2969,0.4,0.364,0.236,0.373,0.296,0.326
Seq_2970,0.435,0.304,0.261,0.406,0.321,0.267
Seq_2971,0.457,0.286,0.258,0.481,0.307,0.211
Seq_2972,0.368,0.421,0.211,0.526,0.263,0.211
Seq_2973,0.435,0.26,0.305,0.418,0.333,0.277
Seq_2974,0.449,0.256,0.294,0.392,0.319,0.31
Seq_2975,0.434,0.322,0.245,0.448,0.343,0.231
Seq_2976,0.378,0.334,0.288,0.4,0.297,0.284
Seq_2977,0.522,0.239,0.239,0.326,0.38,0.283
Seq_2978,0.435,0.298,0.266,0.444,0.277,0.258
Seq_2979,0.509,0.275,0.216,0.486,0.324,0.18
Seq_2980,0.432,0.307,0.26,0.451,0.326,0.237
Seq_2981,0.451,0.245,0.304,0.386,0.324,0.275
Seq_2982,0.449,0.268,0.283,0.429,0.332,0.232
Seq_2983,0.442,0.282,0.276,0.386,0.402,0.209
Seq_2984,0.421,0.275,0.304,0.447,0.299,0.272
Seq_2985,0.471,0.239,0.29,0.388,0.354,0.267
Seq_2986,0.414,0.341,0.245,0.426,0.299,0.278
Seq_2987,0.375,0.301,0.324,0.434,0.316,0.265
Seq_2988,0.43,0.24,0.33,0.355,0.39,0.299
Seq_2989,0.469,0.251,0.28,0.407,0.272,0.28
Seq_2990,0.413,0.308,0.279,0.417,0.305,0.242
Seq_2991,0.412,0.265,0.323,0.376,0.394,0.288
Seq_2992,0.534,0.226,0.24,0.399,0.308,0.25
Seq_2993,0.418,0.264,0.318,0.434,0.331,0.238
Seq_2994,0.452,0.303,0.245,0.41,0.32,0.251
Seq_2995,0.458,0.278,0.264,0.42,0.314,0.278
Seq_2996,0.416,0.295,0.289,0.416,0.321,0.254
Seq_2997,0.444,0.223,0.333,0.363,0.333,0.297
Seq_2998,0.417,0.389,0.194,0.528,0.25,0.25
Seq_2999,0.399,0.364,0.237,0.538,0.236,0.226
Seq_3000,0.415,0.267,0.318,0.439,0.323,0.252
Seq_3001,0.452,0.215,0.333,0.42,0.324,0.293
Seq_3002,0.351,0.315,0.333,0.477,0.252,0.27
Seq_3003,0.48,0.271,0.249,0.487,0.285,0.22
Seq_3004,0.431,0.301,0.268,0.408,0.321,0.265
Seq_3005,0.5,0.267,0.233,0.5,0.291,0.157
Seq_3006,0.484,0.187,0.329,0.326,0.362,0.296
Seq_3007,0.475,0.226,0.299,0.403,0.369,0.269
Seq_3008,0.413,0.3,0.287,0.387,0.367,0.26
Seq_3009,0.445,0.277,0.277,0.468,0.262,0.262
Seq_3010,0.478,0.269,0.254,0.433,0.294,0.254
Seq_3011,0.454,0.255,0.291,0.398,0.325,0.283
Seq_3012,0.505,0.249,0.245,0.469,0.292,0.213
Seq_3013,0.485,0.261,0.254,0.441,0.345,0.226
Seq_3014,0.447,0.29,0.263,0.417,0.338,0.242
Seq_3015,0.32,0.346,0.334,0.395,0.304,0.311
Seq_3016,0.338,0.287,0.376,0.433,0.293,0.272
Seq_3017,0.442,0.279,0.279,0.464,0.335,0.219
Seq_3018,0.477,0.234,0.289,0.469,0.273,0.273
Seq_3019,0.439,0.291,0.27,0.464,0.257,0.274
Seq_3020,0.413,0.295,0.292,0.434,0.283,0.295
Seq_3021,0.331,0.374,0.294,0.436,0.279,0.316
Seq_3022,0.448,0.267,0.285,0.494,0.227,0.244
Seq_3023,0.406,0.291,0.303,0.411,0.325,0.279
Seq_3024,0.445,0.291,0.263,0.413,0.368,0.198
Seq_3025,0.431,0.285,0.285,0.461,0.307,0.221
Seq_3026,0.475,0.258,0.267,0.465,0.308,0.234
Seq_3027,0.411,0.237,0.352,0.407,0.331,0.271
Seq_3028,0.441,0.266,0.293,0.469,0.321,0.218
Seq_3029,0.515,0.242,0.244,0.487,0.254,0.204
Seq_3030,0.463,0.277,0.26,0.408,0.36,0.22
Seq_3031,0.507,0.193,0.3,0.382,0.384,0.241
Seq_3032,0.436,0.28,0.283,0.411,0.334,0.241
Seq_3033,0.403,0.314,0.283,0.441,0.326,0.229
Seq_3034,0.476,0.286,0.238,0.443,0.295,0.262
Seq_3035,0.457,0.268,0.275,0.472,0.301,0.21
Seq_3036,0.419,0.292,0.289,0.48,0.264,0.267
Seq_3037,0.313,0.24,0.447,0.348,0.101,0.542
Seq_3038,0.327,0.206,0.466,0.338,0.12,0.535
Seq_3039,0.428,0.306,0.267,0.431,0.397,0.186
Seq_3040,0.422,0.312,0.266,0.461,0.294,0.232
Seq_3041,0.471,0.289,0.24,0.477,0.269,0.211
Seq_3042,0.428,0.34,0.231,0.407,0.317,0.285
Seq_3043,0.374,0.359,0.267,0.626,0.163,0.231
Seq_3044,0.456,0.294,0.25,0.44,0.345,0.21
Seq_3045,0.469,0.278,0.253,0.374,0.286,0.293
Seq_3046,0.442,0.306,0.252,0.524,0.235,0.248
Seq_3047,0.359,0.403,0.238,0.579,0.184,0.253
Seq_3048,0.455,0.195,0.35,0.404,0.327,0.288
Seq_3049,0.465,0.169,0.366,0.452,0.326,0.245
Seq_3050,0.441,0.282,0.277,0.426,0.303,0.293
Seq_3051,0.47,0.285,0.245,0.439,0.312,0.252
Seq_3052,0.398,0.259,0.343,0.428,0.279,0.267
Seq_3053,0.475,0.266,0.259,0.437,0.338,0.232
Seq_3054,0.474,0.171,0.355,0.374,0.428,0.262
Seq_3055,0.457,0.243,0.3,0.474,0.3,0.219
Seq_3056,0.466,0.287,0.246,0.44,0.302,0.243
Seq_3057,0.442,0.288,0.27,0.411,0.319,0.256
Seq_3058,0.467,0.246,0.287,0.43,0.336,0.25
Seq_3059,0.235,0.38,0.385,0.418,0.221,0.357
Seq_3060,0.235,0.385,0.38,0.418,0.221,0.357
Seq_3061,0.449,0.299,0.252,0.441,0.287,0.244
Seq_3062,0.472,0.26,0.268,0.457,0.331,0.252
Seq_3063,0.496,0.195,0.308,0.372,0.338,0.289
Seq_3064,0.385,0.35,0.265,0.372,0.363,0.271
Seq_3065,0.406,0.309,0.285,0.414,0.321,0.269
Seq_3066,0.273,0.363,0.363,0.397,0.302,0.329
Seq_3067,0.384,0.301,0.315,0.423,0.312,0.282
Seq_3068,0.387,0.296,0.318,0.417,0.312,0.287
Seq_3069,0.418,0.301,0.281,0.375,0.383,0.234
Seq_3070,0.377,0.297,0.326,0.453,0.333,0.217
Seq_3071,0.389,0.332,0.278,0.443,0.35,0.213
Seq_3072,0.398,0.293,0.308,0.492,0.237,0.282
Seq_3073,0.402,0.289,0.308,0.489,0.237,0.286
Seq_3074,0.502,0.253,0.245,0.455,0.361,0.159
Seq_3075,0.362,0.288,0.351,0.469,0.299,0.262
Seq_3076,0.442,0.257,0.301,0.435,0.333,0.268
Seq_3077,0.382,0.355,0.263,0.428,0.355,0.204
Seq_3078,0.399,0.259,0.342,0.392,0.399,0.223
Seq_3079,0.507,0.275,0.218,0.403,0.351,0.251
Seq_3080,0.422,0.296,0.282,0.464,0.306,0.269
Seq_3081,0.34,0.317,0.343,0.427,0.317,0.253
Seq_3082,0.415,0.276,0.31,0.406,0.303,0.288
Seq_3083,0.434,0.318,0.248,0.504,0.291,0.194
Seq_3084,0.269,0.389,0.342,0.411,0.236,0.328
Seq_3085,0.318,0.323,0.359,0.443,0.301,0.251
Seq_3086,0.455,0.26,0.285,0.48,0.308,0.218
Seq_3087,0.373,0.3,0.327,0.392,0.336,0.312
Seq_3088,0.48,0.235,0.285,0.464,0.315,0.242
Seq_3089,0.369,0.243,0.388,0.507,0.257,0.213
Seq_3090,0.372,0.241,0.387,0.511,0.259,0.211
Seq_3091,0.435,0.296,0.269,0.333,0.417,0.222
Seq_3092,0.439,0.301,0.26,0.446,0.288,0.237
Seq_3093,0.486,0.239,0.275,0.377,0.333,0.275
Seq_3094,0.376,0.32,0.303,0.404,0.343,0.23
Seq_3095,0.376,0.312,0.312,0.486,0.257,0.257
Seq_3096,0.445,0.273,0.282,0.466,0.313,0.236
Seq_3097,0.403,0.256,0.34,0.401,0.307,0.314
Seq_3098,0.327,0.299,0.374,0.401,0.306,0.272
Seq_3099,0.414,0.296,0.29,0.425,0.36,0.217
Seq_3100,0.428,0.287,0.285,0.437,0.351,0.215
Seq_3101,0.483,0.265,0.252,0.517,0.265,0.19
Seq_3102,0.462,0.256,0.282,0.494,0.269,0.205
Seq_3103,0.477,0.272,0.252,0.477,0.316,0.202
Seq_3104,0.423,0.351,0.226,0.435,0.315,0.256
Seq_3105,0.456,0.249,0.295,0.438,0.332,0.246
Seq_3106,0.403,0.3,0.297,0.42,0.339,0.259
Seq_3107,0.454,0.279,0.267,0.454,0.252,0.267
Seq_3108,0.409,0.232,0.358,0.394,0.325,0.33
Seq_3109,0.47,0.231,0.299,0.474,0.293,0.22
Seq_3110,0.453,0.263,0.284,0.45,0.272,0.26
Seq_3111,0.484,0.276,0.241,0.4,0.335,0.224
Seq_3112,0.529,0.206,0.265,0.434,0.353,0.25
Seq_3113,0.383,0.295,0.322,0.377,0.368,0.251
Seq_3114,0.282,0.327,0.39,0.42,0.286,0.331
Seq_3115,0.45,0.285,0.264,0.514,0.279,0.216
Seq_3116,0.431,0.265,0.304,0.466,0.301,0.221
Seq_3117,0.443,0.291,0.266,0.513,0.316,0.177
Seq_3118,0.353,0.353,0.293,0.466,0.283,0.247
Seq_3119,0.471,0.3,0.229,0.456,0.307,0.21
Seq_3120,0.356,0.291,0.353,0.422,0.34,0.258
Seq_3121,0.43,0.3,0.27,0.501,0.279,0.224
Seq_3122,0.434,0.273,0.293,0.422,0.306,0.273
Seq_3123,0.52,0.187,0.293,0.322,0.447,0.305
Seq_3124,0.417,0.282,0.3,0.416,0.319,0.281
Seq_3125,0.344,0.279,0.377,0.344,0.459,0.23
Seq_3126,0.405,0.278,0.317,0.399,0.387,0.215
Seq_3127,0.389,0.265,0.346,0.432,0.311,0.303
Seq_3128,0.486,0.285,0.229,0.382,0.347,0.25
Seq_3129,0.383,0.304,0.314,0.457,0.311,0.264
Seq_3130,0.384,0.307,0.309,0.407,0.348,0.254
Seq_3131,0.359,0.248,0.393,0.364,0.315,0.306
Seq_3132,0.46,0.271,0.269,0.424,0.345,0.224
Seq_3133,0.437,0.265,0.298,0.424,0.298,0.298
Seq_3134,0.44,0.313,0.247,0.456,0.275,0.264
Seq_3135,0.305,0.317,0.379,0.429,0.251,0.329
Seq_3136,0.444,0.268,0.288,0.513,0.262,0.207
Seq_3137,0.377,0.298,0.324,0.402,0.299,0.317
Seq_3138,0.331,0.32,0.349,0.401,0.322,0.278
Seq_3139,0.458,0.278,0.264,0.415,0.313,0.254
Seq_3140,0.37,0.365,0.264,0.462,0.293,0.24
Seq_3141,0.485,0.288,0.227,0.429,0.309,0.232
Seq_3142,0.41,0.344,0.246,0.541,0.246,0.213
Seq_3143,0.39,0.275,0.335,0.473,0.275,0.262
Seq_3144,0.43,0.267,0.302,0.489,0.281,0.265
Seq_3145,0.474,0.282,0.244,0.468,0.34,0.179
Seq_3146,0.361,0.405,0.234,0.587,0.171,0.258
Seq_3147,0.32,0.336,0.344,0.429,0.24,0.339
Seq_3148,0.323,0.414,0.263,0.406,0.293,0.278
Seq_3149,0.4,0.312,0.288,0.442,0.251,0.302
Seq_3150,0.456,0.255,0.289,0.417,0.378,0.231
Seq_3151,0.414,0.339,0.246,0.432,0.336,0.186
Seq_3152,0.4,0.289,0.311,0.436,0.338,0.238
Seq_3153,0.408,0.29,0.301,0.473,0.276,0.242
Seq_3154,0.446,0.298,0.256,0.387,0.339,0.256
Seq_3155,0.461,0.303,0.237,0.434,0.342,0.217
Seq_3156,0.338,0.379,0.283,0.507,0.259,0.236
Seq_3157,0.297,0.333,0.37,0.495,0.267,0.263
Seq_3158,0.435,0.302,0.263,0.448,0.324,0.246
Seq_3159,0.473,0.265,0.262,0.448,0.28,0.282
Seq_3160,0.461,0.263,0.276,0.438,0.304,0.294
Seq_3161,0.444,0.277,0.279,0.458,0.304,0.239
Seq_3162,0.401,0.306,0.293,0.521,0.273,0.218
Seq_3163,0.416,0.257,0.327,0.411,0.346,0.238
Seq_3164,0.449,0.306,0.246,0.417,0.317,0.231
Seq_3165,0.376,0.328,0.296,0.445,0.274,0.285
Seq_3166,0.417,0.241,0.342,0.444,0.298,0.283
Seq_3167,0.414,0.284,0.302,0.43,0.336,0.23
Seq_3168,0.487,0.299,0.214,0.506,0.318,0.201
Seq_3169,0.465,0.283,0.252,0.415,0.283,0.298
Seq_3170,0.467,0.273,0.26,0.436,0.279,0.268
Seq_3171,0.516,0.236,0.248,0.497,0.261,0.229
Seq_3172,0.493,0.232,0.275,0.514,0.234,0.223
Seq_3173,0.426,0.259,0.315,0.445,0.299,0.27
Seq_3174,0.432,0.233,0.335,0.499,0.254,0.3
Seq_3175,0.535,0.239,0.225,0.401,0.43,0.197
Seq_3176,0.472,0.244,0.285,0.491,0.222,0.257
Seq_3177,0.357,0.343,0.3,0.417,0.274,0.328
Seq_3178,0.364,0.329,0.307,0.408,0.312,0.295
Seq_3179,0.398,0.31,0.292,0.413,0.305,0.291
Seq_3180,0.36,0.319,0.321,0.399,0.302,0.329
Seq_3181,0.396,0.314,0.29,0.415,0.302,0.295
Seq_3182,0.388,0.323,0.289,0.414,0.301,0.298
Seq_3183,0.371,0.325,0.304,0.413,0.313,0.296
Seq_3184,0.386,0.325,0.289,0.417,0.292,0.3
Seq_3185,0.386,0.325,0.289,0.417,0.292,0.3
Seq_3186,0.386,0.317,0.297,0.426,0.301,0.287
Seq_3187,0.336,0.343,0.321,0.41,0.29,0.335
Seq_3188,0.39,0.32,0.29,0.422,0.303,0.288
Seq_3189,0.385,0.322,0.293,0.428,0.3,0.285
Seq_3190,0.384,0.324,0.292,0.43,0.299,0.285
Seq_3191,0.38,0.325,0.295,0.428,0.298,0.286
Seq_3192,0.48,0.244,0.276,0.384,0.362,0.258
Seq_3193,0.457,0.285,0.258,0.419,0.358,0.226
Seq_3194,0.396,0.288,0.316,0.397,0.35,0.269
Seq_3195,0.463,0.279,0.258,0.424,0.362,0.226
Seq_3196,0.325,0.331,0.344,0.467,0.269,0.263
Seq_3197,0.523,0.261,0.216,0.431,0.294,0.261
Seq_3198,0.387,0.297,0.315,0.438,0.305,0.279
Seq_3199,0.372,0.299,0.329,0.418,0.298,0.28
Seq_3200,0.449,0.273,0.278,0.476,0.267,0.219
Seq_3201,0.441,0.276,0.282,0.407,0.333,0.246
Seq_3202,0.321,0.296,0.383,0.568,0.173,0.235
Seq_3203,0.497,0.22,0.283,0.409,0.31,0.261
Seq_3204,0.38,0.334,0.286,0.443,0.346,0.203
Seq_3205,0.43,0.277,0.293,0.411,0.338,0.257
Seq_3206,0.441,0.287,0.271,0.398,0.357,0.248
Seq_3207,0.439,0.283,0.277,0.387,0.363,0.254
Seq_3208,0.436,0.284,0.281,0.487,0.269,0.245
Seq_3209,0.46,0.314,0.226,0.435,0.328,0.198
Seq_3210,0.421,0.311,0.268,0.41,0.322,0.24
Seq_3211,0.467,0.267,0.267,0.4,0.381,0.238
Seq_3212,0.377,0.301,0.321,0.434,0.272,0.286
Seq_3213,0.427,0.299,0.275,0.424,0.285,0.293
Seq_3214,0.439,0.282,0.279,0.497,0.303,0.235
Seq_3215,0.439,0.206,0.356,0.244,0.4,0.356
Seq_3216,0.545,0.239,0.216,0.436,0.33,0.223
Seq_3217,0.392,0.291,0.317,0.427,0.357,0.247
Seq_3218,0.405,0.24,0.355,0.351,0.347,0.302
Seq_3219,0.402,0.3,0.298,0.446,0.284,0.295
Seq_3220,0.435,0.239,0.326,0.427,0.307,0.288
Seq_3221,0.456,0.275,0.269,0.417,0.31,0.256
Seq_3222,0.447,0.252,0.3,0.402,0.321,0.271
Seq_3223,0.442,0.279,0.279,0.413,0.365,0.231
Seq_3224,0.486,0.286,0.229,0.381,0.41,0.229
Seq_3225,0.403,0.269,0.328,0.507,0.276,0.224
Seq_3226,0.58,0.199,0.221,0.381,0.384,0.204
Seq_3227,0.477,0.247,0.275,0.386,0.372,0.232
Seq_3228,0.404,0.301,0.295,0.415,0.309,0.279
Seq_3229,0.522,0.204,0.275,0.407,0.333,0.232
Seq_3230,0.368,0.336,0.296,0.435,0.29,0.307
Seq_3231,0.489,0.279,0.232,0.353,0.405,0.226
Seq_3232,0.443,0.292,0.265,0.465,0.319,0.221
Seq_3233,0.515,0.214,0.271,0.495,0.264,0.217
Seq_3234,0.349,0.349,0.302,0.436,0.36,0.227
Seq_3235,0.526,0.235,0.239,0.375,0.402,0.21
Seq_3236,0.584,0.234,0.182,0.401,0.292,0.285
Seq_3237,0.461,0.271,0.268,0.454,0.266,0.246
Seq_3238,0.44,0.265,0.296,0.457,0.309,0.25
Seq_3239,0.309,0.372,0.318,0.439,0.305,0.291
Seq_3240,0.464,0.305,0.231,0.397,0.367,0.232
Seq_3241,0.386,0.299,0.314,0.413,0.304,0.293
Seq_3242,0.423,0.285,0.292,0.395,0.335,0.27
Seq_3243,0.398,0.285,0.318,0.425,0.328,0.247
Seq_3244,0.475,0.309,0.215,0.47,0.298,0.232
Seq_3245,0.516,0.24,0.243,0.5,0.339,0.161
Seq_3246,0.427,0.344,0.229,0.414,0.33,0.22
Seq_3247,0.366,0.32,0.314,0.405,0.314,0.314
Seq_3248,0.464,0.254,0.283,0.399,0.312,0.254
Seq_3249,0.471,0.239,0.29,0.406,0.319,0.246
Seq_3250,0.378,0.334,0.288,0.375,0.399,0.235
Seq_3251,0.329,0.324,0.348,0.462,0.315,0.247
Seq_3252,0.404,0.325,0.272,0.404,0.368,0.237
Seq_3253,0.546,0.21,0.243,0.41,0.332,0.24
Seq_3254,0.427,0.291,0.282,0.475,0.303,0.202
Seq_3255,0.468,0.224,0.308,0.361,0.338,0.266
Seq_3256,0.394,0.289,0.317,0.436,0.306,0.246
Seq_3257,0.427,0.263,0.31,0.481,0.256,0.247
Seq_3258,0.425,0.331,0.243,0.453,0.271,0.243
Seq_3259,0.42,0.331,0.249,0.448,0.265,0.249
Seq_3260,0.5,0.124,0.376,0.405,0.3,0.268
Seq_3261,0.49,0.198,0.311,0.459,0.297,0.274
Seq_3262,0.38,0.29,0.33,0.419,0.287,0.261
Seq_3263,0.514,0.242,0.244,0.598,0.212,0.165
Seq_3264,0.366,0.324,0.309,0.45,0.21,0.351
Seq_3265,0.45,0.241,0.309,0.403,0.325,0.241
Seq_3266,0.408,0.237,0.355,0.418,0.335,0.259
Seq_3267,0.415,0.323,0.262,0.486,0.309,0.199
Seq_3268,0.528,0.239,0.233,0.44,0.289,0.239
Seq_3269,0.447,0.252,0.301,0.438,0.301,0.246
Seq_3270,0.511,0.239,0.249,0.459,0.289,0.233
Seq_3271,0.616,0.172,0.212,0.498,0.271,0.158
Seq_3272,0.442,0.279,0.279,0.476,0.279,0.252
Seq_3273,0.377,0.287,0.336,0.437,0.355,0.236
Seq_3274,0.523,0.197,0.28,0.447,0.301,0.248
Seq_3275,0.378,0.303,0.319,0.458,0.315,0.242
Seq_3276,0.376,0.312,0.312,0.444,0.329,0.218
Seq_3277,0.484,0.298,0.219,0.381,0.353,0.265
Seq_3278,0.273,0.404,0.322,0.371,0.307,0.348
Seq_3279,0.543,0.191,0.266,0.341,0.543,0.121
Seq_3280,0.419,0.278,0.302,0.528,0.278,0.19
Seq_3281,0.436,0.352,0.212,0.441,0.268,0.24
Seq_3282,0.395,0.305,0.3,0.476,0.289,0.249
Seq_3283,0.391,0.336,0.273,0.5,0.281,0.234
Seq_3284,0.418,0.301,0.281,0.523,0.242,0.248
Seq_3285,0.48,0.243,0.277,0.523,0.237,0.224
Seq_3286,0.438,0.301,0.261,0.442,0.289,0.261
Seq_3287,0.397,0.262,0.341,0.391,0.365,0.244
Seq_3288,0.491,0.236,0.273,0.473,0.323,0.214
