ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_1972,0.064,-0.738,-0.445,-0.519,0.124
Seq_1973,0.139,-0.58,-0.388,-0.295,-0.024
Seq_1974,0.198,-0.644,-0.233,-0.457,0.259
Seq_1975,0.0,-0.312,-0.302,-0.492,0.09
Seq_1976,0.413,-0.551,-0.41,-0.417,0.261
Seq_1977,0.315,-0.372,-0.358,-0.379,0.124
Seq_1978,0.018,-0.77,-0.6,-0.574,0.089
Seq_1979,0.279,-0.494,-0.336,-0.283,0.118
Seq_1980,0.172,-0.348,-0.188,-0.327,0.213
Seq_1981,0.361,-0.335,-0.182,-0.551,0.052
Seq_1982,0.327,-0.31,-0.317,-0.464,0.058
Seq_1983,0.283,-0.275,-0.726,-0.35,0.184
Seq_1984,0.17,-0.747,-0.234,-0.424,0.068
Seq_1985,0.086,-0.617,-0.456,-0.557,0.239
Seq_1986,0.269,-0.322,-0.436,-0.52,0.149
Seq_1987,0.071,-0.352,-0.228,-0.375,0.077
Seq_1988,0.222,-0.394,-0.266,-0.416,0.12
Seq_1989,0.377,-0.329,-0.17,-0.429,0.071
Seq_1990,0.3,-0.305,-0.435,-0.672,0.167
Seq_1991,0.178,-0.93,-0.244,-0.478,0.201
Seq_1992,0.158,-0.806,-0.072,-0.424,0.107
Seq_1993,-0.042,-0.646,0.024,-0.488,0.162
Seq_1994,-0.048,-0.559,-0.395,-0.654,0.101
Seq_1995,0.621,-0.016,-0.019,-0.495,-0.154
Seq_1996,-0.026,-0.809,-0.063,-0.37,0.161
Seq_1997,0.304,-0.513,-0.31,-0.515,0.173
Seq_1998,0.067,-0.591,-0.085,-0.305,0.133
Seq_1999,-0.063,-0.858,-0.39,-0.448,0.194
Seq_2000,0.436,-0.448,-0.423,-0.448,0.197
Seq_2001,0.216,-0.359,-0.253,-0.469,0.021
Seq_2002,-0.125,-0.603,-0.311,-0.405,0.136
Seq_2003,0.304,-0.407,-0.378,-0.534,0.146
Seq_2004,0.508,-0.108,-0.118,-0.333,-0.058
Seq_2005,0.08,-0.455,-0.325,-0.555,0.056
Seq_2006,0.15,-0.751,-0.148,-0.384,0.172
Seq_2007,0.214,-0.391,-0.363,-0.361,0.08
Seq_2008,0.396,-0.879,-0.154,-0.527,-0.034
Seq_2009,-0.01,-0.169,-0.296,-0.449,0.097
Seq_2010,-0.03,-0.408,-0.299,-0.389,0.165
Seq_2011,0.078,-0.644,-0.296,-0.525,0.197
Seq_2012,0.102,-0.37,-0.348,-0.528,0.054
Seq_2013,0.14,-0.249,-0.307,-0.376,-0.018
Seq_2014,-0.018,-0.829,-0.257,-0.466,0.09
Seq_2015,0.08,-0.383,-0.4,-0.337,0.178
Seq_2016,0.254,-0.438,-0.241,-0.357,0.174
Seq_2017,0.183,-0.929,-0.337,-0.487,0.23
Seq_2018,-0.101,-0.726,-0.269,-0.4,0.313
Seq_2019,-0.085,-0.688,-0.255,-0.581,0.062
Seq_2020,0.13,-0.464,-0.228,-0.607,0.06
Seq_2021,0.081,-0.454,-0.28,-0.578,0.051
Seq_2022,0.084,-0.409,-0.241,-0.607,0.034
Seq_2023,0.018,-0.604,-0.211,-0.604,0.17
Seq_2024,-0.127,-0.461,-0.339,-0.499,0.112
Seq_2025,-0.111,-0.447,-0.152,-0.435,0.096
Seq_2026,0.095,-0.44,-0.41,-0.428,0.145
Seq_2027,0.02,-0.548,-0.185,-0.581,0.048
Seq_2028,0.462,-0.734,-0.305,-0.699,0.227
Seq_2029,0.04,-0.779,-0.403,-0.393,0.213
Seq_2030,0.071,-0.888,0.012,-0.545,0.081
Seq_2031,-0.081,-0.59,-0.308,-0.39,0.104
Seq_2032,-0.073,-0.507,-0.269,-0.419,0.102
Seq_2033,-0.082,-0.436,-0.251,-0.387,0.072
Seq_2034,0.153,-0.565,-0.161,-0.504,0.095
Seq_2035,0.467,-0.355,-0.241,-0.725,0.177
Seq_2036,0.652,-0.299,-0.423,-0.618,0.122
Seq_2037,-0.145,-0.633,-0.131,-0.444,0.004
Seq_2038,0.201,-0.746,-0.244,-0.472,0.117
Seq_2039,-0.086,-0.543,-0.118,-0.418,-0.022
Seq_2040,-0.01,-0.521,0.087,-0.586,0.096
Seq_2041,0.403,-0.295,-0.004,-0.278,0.14
Seq_2042,0.319,-0.324,-0.388,-0.308,0.248
Seq_2043,0.217,-0.472,-0.286,-0.422,0.218
Seq_2044,0.303,-0.344,-0.07,-0.354,0.167
Seq_2045,0.078,-0.625,-0.38,-0.387,0.155
Seq_2046,0.163,-0.267,-0.332,-0.41,0.04
Seq_2047,0.176,-0.694,-0.189,-0.403,0.067
Seq_2048,-0.053,-0.494,-0.096,-0.362,0.121
Seq_2049,0.203,-0.515,-0.273,-0.418,0.229
Seq_2050,0.177,-0.812,0.037,-0.509,-0.155
Seq_2051,0.075,-0.692,-0.321,-0.478,0.181
Seq_2052,0.242,-0.447,-0.247,-0.375,0.176
Seq_2053,0.292,-0.182,-0.341,-0.426,0.09
Seq_2054,0.001,-0.561,-0.37,-0.526,0.206
Seq_2055,0.026,-0.797,-0.109,-0.355,0.197
Seq_2056,-0.079,-0.455,-0.374,-0.317,0.162
Seq_2057,-0.057,-0.377,-0.284,-0.365,0.115
Seq_2058,0.37,-0.741,-0.247,-0.313,0.141
Seq_2059,0.53,-0.343,-0.286,-0.551,0.128
Seq_2060,-0.217,-0.548,-0.284,-0.486,0.3
Seq_2061,-0.036,-0.593,-0.279,-0.398,0.175
Seq_2062,0.291,-0.44,-0.371,-0.434,0.155
Seq_2063,0.872,-0.207,-0.12,-0.45,0.276
Seq_2064,0.589,-0.522,-0.262,-0.644,0.34
Seq_2065,0.583,-0.518,-0.265,-0.649,0.318
Seq_2066,0.189,-0.323,-0.268,-0.305,0.073
Seq_2067,0.1,-0.421,-0.342,-0.465,0.184
Seq_2068,-0.078,-0.469,-0.237,-0.52,-0.019
Seq_2069,-0.151,-0.553,-0.193,-0.439,0.012
Seq_2070,-0.08,-0.473,-0.166,-0.431,-0.014
Seq_2071,0.25,-0.528,-0.336,-0.406,0.046
Seq_2072,0.088,-0.341,-0.207,-0.481,0.054
Seq_2073,0.172,-0.449,-0.297,-0.495,0.1
Seq_2074,-0.064,-0.619,-0.164,-0.614,0.137
Seq_2075,-0.305,-0.194,-0.211,-0.487,-0.107
Seq_2076,-0.129,-0.479,-0.182,-0.345,0.13
Seq_2077,0.144,-0.246,-0.401,-0.262,0.038
Seq_2078,-0.084,-0.74,-0.039,-0.384,0.168
Seq_2079,0.135,-0.419,-0.249,-0.373,0.042
Seq_2080,-0.004,-0.689,-0.089,-0.635,0.206
Seq_2081,0.214,-0.239,-0.287,-0.384,0.032
Seq_2082,0.065,-0.661,-0.16,-0.394,0.098
Seq_2083,0.395,-0.664,-0.136,-0.482,0.204
Seq_2084,0.107,-0.217,-0.298,-0.559,0.081
Seq_2085,0.659,-0.3,-0.398,-0.658,0.114
Seq_2086,0.105,-0.436,-0.366,-0.429,0.187
Seq_2087,0.038,-0.729,-0.335,-0.4,0.101
Seq_2088,-0.04,-0.378,-0.28,-0.39,0.091
Seq_2089,-0.026,-0.67,-0.061,-0.396,0.274
Seq_2090,0.105,-0.327,-0.224,-0.274,0.1
Seq_2091,0.265,-0.939,-0.156,-0.54,0.303
Seq_2092,-0.03,-0.647,-0.457,-0.434,0.198
Seq_2093,0.167,-0.748,-0.249,-0.485,0.157
Seq_2094,0.142,-0.54,-0.238,-0.41,0.09
Seq_2095,0.285,-0.536,-0.059,-0.456,0.086
Seq_2096,0.402,-0.578,0.211,-0.547,0.052
Seq_2097,0.186,-0.425,-0.276,-0.331,0.093
Seq_2098,-0.577,-0.877,-0.231,-0.352,0.138
Seq_2099,0.427,-0.645,-0.078,-0.79,0.015
Seq_2100,0.31,-0.61,-0.367,-0.556,0.13
Seq_2101,0.672,-0.191,-0.287,-0.347,0.072
Seq_2102,0.112,-0.816,-0.188,-0.548,0.114
Seq_2103,0.106,-0.783,-0.22,-0.386,0.144
Seq_2104,0.3,-0.666,-0.048,-0.306,0.385
Seq_2105,0.54,-0.457,-0.339,-0.55,0.228
Seq_2106,0.265,-0.515,-0.091,-0.412,0.099
Seq_2107,-0.026,-0.657,-0.287,-0.417,0.096
Seq_2108,0.161,-0.695,-0.271,-0.485,0.239
Seq_2109,0.157,-0.257,-0.311,-0.504,0.087
Seq_2110,0.032,-0.74,-0.194,-0.343,0.177
Seq_2111,-0.099,-0.169,-0.4,-0.564,0.034
Seq_2112,0.403,-0.303,-0.384,-0.613,0.08
Seq_2113,0.195,-0.647,-0.167,-0.428,0.207
Seq_2114,0.167,-0.426,-0.222,-0.485,0.281
Seq_2115,0.395,-0.698,0.014,-0.861,0.113
Seq_2116,0.168,-0.469,-0.292,-0.441,0.159
Seq_2117,-0.006,-0.325,-0.34,-0.339,0.167
Seq_2118,0.045,-0.319,-0.325,-0.423,0.157
Seq_2119,0.266,-1.058,-0.47,-0.498,0.166
Seq_2120,0.102,-0.736,-0.395,-0.576,0.162
Seq_2121,0.031,-0.858,-0.369,-0.426,0.161
Seq_2122,0.129,-0.544,-0.184,-0.405,0.131
Seq_2123,0.076,-0.848,-0.219,-0.402,0.249
Seq_2124,0.115,-1.0,-0.353,-0.511,0.261
Seq_2125,0.332,-0.4,-0.182,-0.483,0.051
Seq_2126,-0.169,-0.379,-0.305,-0.426,0.088
Seq_2127,0.199,-0.769,-0.231,-0.347,-0.046
Seq_2128,0.065,-0.747,-0.496,-0.63,0.201
Seq_2129,0.207,-0.404,-0.322,-0.321,0.101
Seq_2130,0.114,-0.486,-0.189,-0.551,0.092
Seq_2131,0.38,-0.375,-0.158,-0.44,0.104
Seq_2132,0.683,-0.973,-0.128,-0.491,0.071
Seq_2133,0.591,-1.041,-0.178,-0.486,0.075
Seq_2134,-0.418,-0.581,-0.504,-0.453,0.14
Seq_2135,0.423,-0.491,-0.418,-0.543,0.095
Seq_2136,0.119,-0.32,-0.23,-0.345,0.052
Seq_2137,0.059,-0.52,-0.373,-0.352,0.278
Seq_2138,0.039,-0.21,-0.258,-0.537,-0.053
Seq_2139,-0.203,-0.733,-0.3,-0.439,0.255
Seq_2140,0.224,-0.47,-0.242,-0.435,0.196
Seq_2141,0.199,-0.512,-0.244,-0.457,0.202
Seq_2142,-0.028,-0.559,-0.268,-0.469,0.238
Seq_2143,0.101,-0.674,-0.224,-0.378,0.156
Seq_2144,-0.055,-0.646,-0.375,-0.358,0.105
Seq_2145,-0.048,-0.648,-0.404,-0.433,0.108
Seq_2146,-0.986,-0.632,-0.234,-0.291,0.239
Seq_2147,0.468,-0.724,-0.172,-0.514,0.012
Seq_2148,0.144,-0.326,-0.35,-0.385,0.022
Seq_2149,0.09,-0.234,-0.172,-0.322,0.237
Seq_2150,0.295,-0.792,-0.186,-0.819,0.275
Seq_2151,0.236,-0.815,-0.195,-0.523,0.198
Seq_2152,0.256,-0.39,-0.314,-0.414,0.115
Seq_2153,0.174,-0.58,-0.474,-0.476,0.19
Seq_2154,0.214,-0.621,-0.334,-0.417,0.076
Seq_2155,-0.034,-0.496,-0.336,-0.356,0.112
Seq_2156,0.238,-0.608,-0.21,-0.465,0.165
Seq_2157,-0.016,-0.824,-0.383,-0.424,0.122
Seq_2158,0.063,-0.398,-0.336,-0.421,0.11
Seq_2159,0.209,-0.464,-0.129,-0.381,0.159
Seq_2160,0.104,-0.39,-0.205,-0.41,0.049
Seq_2161,-0.049,-0.702,-0.367,-0.521,0.175
Seq_2162,0.075,-0.457,-0.309,-0.525,0.094
Seq_2163,0.108,-0.75,-0.227,-0.399,0.081
Seq_2164,0.147,-0.757,-0.187,-0.452,0.03
Seq_2165,0.009,-0.646,-0.181,-0.39,0.056
Seq_2166,0.114,-0.316,-0.076,-0.433,0.039
Seq_2167,0.086,-0.337,-0.281,-0.456,0.164
Seq_2168,0.172,-0.384,-0.167,-0.592,0.262
Seq_2169,0.127,-0.648,-0.296,-0.435,0.191
Seq_2170,0.095,-0.85,-0.2,-0.416,0.056
Seq_2171,0.252,-1.037,-0.202,-0.83,0.054
Seq_2172,0.409,-0.205,-0.193,-0.424,-0.072
Seq_2173,0.164,-0.264,-0.166,-0.591,0.022
Seq_2174,-0.296,-0.973,-0.258,-0.557,0.17
Seq_2175,-0.326,-0.79,-0.248,-0.496,0.172
Seq_2176,0.124,-0.151,-0.107,-0.319,0.01
Seq_2177,0.152,-0.37,0.01,-0.45,0.096
Seq_2178,0.25,-0.6,-0.165,-0.43,0.251
Seq_2179,0.022,-0.464,-0.292,-0.412,0.072
Seq_2180,0.35,-0.321,-0.073,-0.29,-0.012
Seq_2181,0.166,-0.324,-0.47,-0.354,0.142
Seq_2182,-0.066,-0.576,-0.145,-0.524,0.226
Seq_2183,-0.103,-0.612,-0.202,-0.328,0.257
Seq_2184,0.116,-0.488,-0.271,-0.459,0.143
Seq_2185,-0.015,-0.576,-0.231,-0.566,0.152
Seq_2186,0.013,-0.467,-0.207,-0.421,0.136
Seq_2187,-0.065,-0.241,-0.224,-0.332,0.043
Seq_2188,0.062,-1.006,-0.292,-0.602,0.331
Seq_2189,0.2,-0.562,-0.172,-0.364,0.224
Seq_2190,0.745,-0.217,-0.1,-0.353,-0.0
Seq_2191,0.164,-0.697,-0.186,-0.48,0.233
Seq_2192,0.269,-0.719,-0.532,-0.58,0.161
Seq_2193,0.074,-1.155,-0.099,-0.545,0.249
Seq_2194,-0.367,-0.311,-0.497,-0.307,0.175
Seq_2195,-0.205,-0.424,-0.404,-0.303,0.207
Seq_2196,0.344,-0.766,0.025,-0.891,0.079
Seq_2197,-0.067,-0.415,-0.195,-0.409,0.189
Seq_2198,0.462,-0.532,0.03,-0.148,0.141
Seq_2199,0.266,-0.273,-0.25,-0.302,0.145
Seq_2200,0.425,-0.364,-0.299,-0.622,0.15
Seq_2201,0.0,-0.767,-0.414,-0.488,0.188
Seq_2202,0.267,-0.609,-0.29,-0.433,0.181
Seq_2203,0.177,-0.83,-0.305,-0.512,0.283
Seq_2204,0.053,-0.609,-0.281,-0.498,0.285
Seq_2205,-0.015,-0.895,-0.157,-0.479,0.133
Seq_2206,0.079,-0.308,-0.426,-0.433,0.014
Seq_2207,0.357,-0.252,-0.399,-0.304,0.112
Seq_2208,-0.078,-0.528,-0.188,-0.409,0.266
Seq_2209,-0.147,-0.695,-0.228,-0.393,0.168
Seq_2210,-0.109,-0.463,-0.021,-0.374,0.152
Seq_2211,0.054,-0.275,-0.004,-0.517,-0.089
Seq_2212,-0.231,-0.469,-0.262,-0.459,0.173
Seq_2213,0.152,-0.52,-0.075,-0.454,0.128
Seq_2214,0.014,-0.802,-0.422,-0.579,0.297
Seq_2215,0.057,-0.75,-0.378,-0.45,0.13
Seq_2216,0.104,-0.82,-0.335,-0.334,0.248
Seq_2217,0.634,-0.211,-0.244,-0.441,0.003
Seq_2218,0.107,-0.565,-0.419,-0.569,0.246
Seq_2219,0.089,-0.606,-0.216,-0.541,0.186
Seq_2220,0.32,-0.488,-0.291,-0.385,0.151
Seq_2221,0.327,-0.449,-0.28,-0.309,0.13
Seq_2222,-0.274,-0.659,-0.335,-0.39,0.09
Seq_2223,0.308,-0.435,-0.195,-0.333,0.023
Seq_2224,0.26,-0.659,-0.287,-0.454,0.295
Seq_2225,0.199,-0.325,-0.597,-0.476,0.062
Seq_2226,0.205,-0.377,-0.245,-0.551,0.161
Seq_2227,0.186,-0.398,-0.246,-0.534,0.168
Seq_2228,0.18,-0.422,-0.33,-0.483,0.105
Seq_2229,0.195,-0.878,-0.103,-0.55,-0.091
Seq_2230,-0.148,-0.409,-0.439,-0.632,0.094
Seq_2231,0.301,-0.606,-0.377,-0.485,0.211
Seq_2232,-0.291,-0.464,-0.26,-0.354,0.162
Seq_2233,-1.103,-0.626,-0.285,-0.129,0.202
Seq_2234,0.294,-0.864,-0.104,-0.428,0.338
Seq_2235,0.389,-0.716,-0.201,-0.548,0.148
Seq_2236,0.199,-0.73,-0.32,-0.45,0.131
Seq_2237,0.021,-0.37,-0.248,-0.442,0.188
Seq_2238,0.225,-0.753,-0.222,-0.518,0.066
Seq_2239,0.155,-0.412,-0.289,-0.515,0.095
Seq_2240,0.049,-0.291,-0.133,-0.241,0.075
Seq_2241,0.05,-0.675,-0.228,-0.392,0.095
Seq_2242,0.199,-0.29,-0.389,-0.407,0.134
Seq_2243,0.175,-0.426,-0.252,-0.331,0.088
Seq_2244,0.164,-0.805,0.023,-0.693,0.106
Seq_2245,-0.013,-0.515,-0.441,-0.349,0.137
Seq_2246,0.12,-0.551,-0.147,-0.45,0.172
Seq_2247,-0.007,-0.683,-0.144,-0.381,0.212
Seq_2248,0.528,-0.517,-0.171,-0.416,0.246
Seq_2249,-0.508,-0.491,-0.47,0.081,-0.163
Seq_2250,-0.078,-0.427,-0.261,-0.422,0.172
Seq_2251,-0.196,-0.321,-0.351,-0.253,0.233
Seq_2252,0.15,-0.486,-0.197,-0.468,0.038
Seq_2253,-0.098,-1.023,-0.206,-0.534,0.092
Seq_2254,0.127,-0.788,-0.012,-0.475,-0.01
Seq_2255,0.368,-0.71,0.207,-0.777,0.037
Seq_2256,0.116,-0.617,-0.162,-0.731,0.134
Seq_2257,-0.229,-0.782,-0.226,-0.22,0.219
Seq_2258,-0.366,-0.601,-0.164,-0.321,0.003
Seq_2259,0.173,-0.722,-0.503,-0.398,0.243
Seq_2260,0.128,-0.763,-0.505,-0.474,0.263
Seq_2261,0.11,-0.682,-0.368,-0.612,0.181
Seq_2262,0.275,-0.475,-0.369,-0.527,0.101
Seq_2263,0.123,-1.082,-0.361,-0.477,0.161
Seq_2264,0.329,-0.244,-0.198,-0.319,0.081
Seq_2265,0.172,-0.576,-0.034,-0.403,0.058
Seq_2266,0.117,-0.545,-0.076,-0.436,0.031
Seq_2267,0.171,-0.427,-0.11,-0.39,0.139
Seq_2268,0.031,-0.461,-0.192,-0.294,0.11
Seq_2269,-0.009,-0.228,-0.198,-0.379,-0.033
Seq_2270,0.125,-0.414,-0.297,-0.366,0.207
Seq_2271,0.069,-0.803,-0.406,-0.479,0.245
Seq_2272,0.415,-0.782,-0.146,-0.576,0.169
Seq_2273,0.481,-0.313,-0.162,-0.402,0.009
Seq_2274,-0.131,-0.417,-0.275,-0.307,0.008
Seq_2275,-0.101,-0.109,-0.156,-0.211,0.144
Seq_2276,0.266,-0.196,-0.087,-0.327,-0.003
Seq_2277,0.357,-1.108,0.681,-0.692,-0.056
Seq_2278,0.219,-0.408,0.302,-0.531,-0.122
Seq_2279,0.405,-0.383,-0.212,-0.641,0.002
Seq_2280,-0.151,-0.402,-0.115,-0.215,0.072
Seq_2281,0.079,-0.462,-0.216,-0.484,0.051
Seq_2282,0.248,-0.297,-0.152,-0.24,0.014
Seq_2283,-0.04,-0.796,-0.281,-0.511,0.189
Seq_2284,0.111,-0.199,-0.203,-0.305,-0.038
Seq_2285,0.329,-0.67,-0.445,-0.501,-0.003
Seq_2286,0.088,-0.541,-0.221,-0.433,0.087
Seq_2287,0.136,-0.762,-0.173,-0.328,0.031
Seq_2288,0.247,-0.392,-0.275,-0.45,0.044
Seq_2289,0.507,-0.244,-0.313,-0.317,0.33
Seq_2290,0.088,-0.455,-0.243,-0.328,-0.024
Seq_2291,0.152,-0.552,-0.315,-0.493,0.13
Seq_2292,0.118,-0.658,-0.383,-0.47,0.193
Seq_2293,-0.179,-0.398,0.038,-0.411,-0.034
Seq_2294,-0.164,-0.452,-0.219,-0.37,0.211
Seq_2295,0.578,-0.562,-0.562,-0.478,0.061
Seq_2296,-0.025,-0.273,-0.328,-0.431,0.109
Seq_2297,0.092,-0.717,-0.283,-0.427,0.251
Seq_2298,0.053,-0.701,-0.1,-0.339,0.348
Seq_2299,0.158,-0.484,-0.168,-0.588,0.188
Seq_2300,0.148,-0.481,-0.17,-0.583,0.195
Seq_2301,0.137,-0.435,-0.188,-0.478,0.083
Seq_2302,0.047,-0.978,-0.152,-0.464,0.066
Seq_2303,0.055,-0.378,-0.203,-0.551,-0.092
Seq_2304,0.139,-0.32,-0.305,-0.338,0.16
Seq_2305,-0.049,-0.423,-0.111,-0.308,0.145
Seq_2306,-0.012,-0.934,-0.272,-0.579,0.313
Seq_2307,-0.128,-0.96,-0.164,-0.387,0.32
Seq_2308,0.131,-0.425,-0.476,-0.496,0.171
Seq_2309,-0.354,-0.251,-0.178,-0.379,0.06
Seq_2310,-0.005,-0.341,-0.404,-0.25,0.254
Seq_2311,0.337,-0.518,-0.346,-0.392,0.114
Seq_2312,0.348,-0.526,-0.333,-0.503,0.216
Seq_2313,0.396,-0.39,0.017,-0.284,-0.039
Seq_2314,-0.055,-0.606,-0.191,-0.431,0.103
Seq_2315,0.53,-0.269,-0.236,-0.388,0.13
Seq_2316,-0.005,-0.491,-0.086,-0.249,0.292
Seq_2317,0.221,-0.679,-0.362,-0.689,0.053
Seq_2318,0.117,-0.632,-0.292,-0.524,0.154
Seq_2319,-0.662,-0.808,-0.283,-0.479,0.173
Seq_2320,0.097,-0.356,-0.328,-0.479,0.052
Seq_2321,0.024,0.05,-0.279,-0.322,-0.069
Seq_2322,0.385,-0.471,-0.284,-0.479,0.164
Seq_2323,0.115,-0.24,-0.209,-0.447,0.0
Seq_2324,0.071,-0.557,-0.217,-0.415,0.106
Seq_2325,0.066,-0.571,-0.226,-0.326,0.309
Seq_2326,0.142,-0.265,-0.218,-0.181,0.096
Seq_2327,0.205,-0.495,-0.366,-0.346,0.177
Seq_2328,0.524,-0.373,-0.125,-0.84,0.039
Seq_2329,0.509,-0.384,-0.151,-0.844,0.026
Seq_2330,0.721,-0.394,-0.129,-0.384,0.359
Seq_2331,0.727,-0.376,-0.154,-0.421,0.309
Seq_2332,0.241,-0.24,-0.58,-0.409,0.147
Seq_2333,-0.847,-0.693,-0.377,-0.452,0.149
Seq_2334,-0.14,-0.26,-0.12,-0.256,0.194
Seq_2335,0.257,-0.707,-0.27,-0.407,0.164
Seq_2336,0.311,-0.222,-0.411,-0.508,0.107
Seq_2337,0.016,-0.351,-0.261,-0.304,0.156
Seq_2338,0.334,-0.538,-0.189,-0.544,-0.173
Seq_2339,0.09,-0.294,-0.252,-0.291,0.142
Seq_2340,0.333,-0.193,-0.345,-0.474,0.037
Seq_2341,0.087,-0.487,-0.379,-0.519,0.097
Seq_2342,0.178,-0.482,-0.173,-0.335,0.06
Seq_2343,0.028,-0.408,-0.36,-0.329,0.12
Seq_2344,-0.234,-0.327,-0.588,-0.444,0.039
Seq_2345,0.069,-0.322,-0.454,-0.281,-0.123
Seq_2346,0.265,-0.572,-0.541,-0.436,0.268
Seq_2347,0.112,-0.513,-0.314,-0.317,0.196
Seq_2348,0.348,-0.399,-0.17,-0.382,0.045
Seq_2349,0.295,-0.415,-0.133,-0.391,0.058
Seq_2350,0.166,-0.289,-0.196,-0.41,-0.012
Seq_2351,0.165,-0.407,-0.452,-0.568,0.178
Seq_2352,0.061,-0.308,-0.11,-0.426,-0.018
Seq_2353,0.511,-0.281,-0.293,-0.368,0.135
Seq_2354,0.257,-0.518,-0.246,-0.518,0.118
Seq_2355,-0.006,-0.793,-0.297,-0.394,0.279
Seq_2356,0.076,-0.418,-0.057,-0.709,0.05
Seq_2357,-0.019,-0.497,-0.329,-0.413,0.07
Seq_2358,0.095,-0.418,-0.238,-0.378,0.179
Seq_2359,0.044,-0.716,-0.533,-0.49,0.114
Seq_2360,1.041,-0.025,-0.134,-0.491,0.01
Seq_2361,0.037,-0.396,-0.309,-0.599,0.126
Seq_2362,0.192,-0.371,-0.356,-0.505,0.072
Seq_2363,-0.378,-0.609,-0.256,-0.357,0.065
Seq_2364,-0.118,-0.247,-0.138,-0.319,0.044
Seq_2365,0.255,-0.823,0.083,-0.38,0.234
Seq_2366,0.657,-0.556,-0.158,-0.408,0.141
Seq_2367,0.212,-0.689,-0.258,-0.477,0.349
Seq_2368,0.181,-0.778,-0.298,-0.379,0.34
Seq_2369,0.111,-0.248,-0.306,-0.366,0.19
Seq_2370,0.59,-0.326,-0.14,-0.35,0.064
Seq_2371,-0.3,-0.678,-0.54,-0.473,0.15
Seq_2372,0.249,-0.238,-0.279,-0.572,0.082
Seq_2373,-0.775,-0.692,-0.408,-0.469,0.246
Seq_2374,0.123,-0.336,-0.409,-0.656,0.139
Seq_2375,0.163,-1.015,-0.332,-0.508,0.267
Seq_2376,0.391,-0.474,-0.175,-0.59,0.09
Seq_2377,-0.074,-0.313,-0.08,-0.319,0.163
Seq_2378,0.252,-0.411,-0.416,-0.58,0.169
Seq_2379,0.258,-0.551,-0.14,-0.414,0.286
Seq_2380,0.077,-0.571,-0.223,-0.416,0.108
Seq_2381,-0.117,-0.733,-0.313,-0.285,0.277
Seq_2382,0.086,-0.256,-0.068,-0.353,0.219
Seq_2383,0.001,-0.355,-0.161,-0.436,0.19
Seq_2384,0.354,-0.568,-0.175,-0.368,0.404
Seq_2385,0.354,-0.576,-0.173,-0.369,0.398
Seq_2386,-0.039,-0.959,-0.278,-0.386,0.218
Seq_2387,0.498,-0.387,-0.223,-0.296,0.086
Seq_2388,-0.083,-0.659,-0.296,-0.423,0.138
Seq_2389,0.155,-0.58,-0.169,-0.371,0.112
Seq_2390,-0.043,-0.599,-0.215,-0.438,0.03
Seq_2391,-0.399,-0.747,-0.293,-0.499,0.14
Seq_2392,0.355,-0.205,-0.347,-0.562,0.05
Seq_2393,0.129,-0.501,-0.215,-0.563,0.168
Seq_2394,-0.119,-0.602,0.011,-0.442,0.281
Seq_2395,0.256,-0.344,-0.444,-0.579,0.145
Seq_2396,0.068,-0.664,-0.4,-0.439,0.188
Seq_2397,-0.073,-0.527,-0.17,-0.376,0.076
Seq_2398,0.243,-0.167,-0.12,-0.378,0.235
Seq_2399,0.102,-0.22,-0.337,-0.225,0.192
Seq_2400,-0.136,-0.347,-0.35,-0.496,-0.023
Seq_2401,0.211,-0.395,-0.361,-0.46,0.141
Seq_2402,0.142,-0.407,-0.412,-0.513,0.186
Seq_2403,0.245,-0.531,-0.222,-0.405,0.174
Seq_2404,0.182,-0.505,-0.232,-0.385,0.23
Seq_2405,0.097,-0.423,-0.48,-0.387,0.029
Seq_2406,-0.062,-0.717,-0.219,-0.446,0.178
Seq_2407,0.045,-0.666,-0.262,-0.404,0.178
Seq_2408,0.034,-0.713,-0.277,-0.406,0.16
Seq_2409,0.268,-0.184,-0.118,-0.406,0.06
Seq_2410,0.056,-0.796,-0.206,-0.557,0.307
Seq_2411,0.35,-0.467,-0.347,-0.391,0.172
Seq_2412,0.155,-0.26,-0.288,-0.245,0.088
Seq_2413,-0.118,-0.287,-0.299,-0.432,0.083
Seq_2414,0.632,-0.381,-0.159,-0.483,0.203
Seq_2415,0.122,-0.627,-0.434,-0.43,0.175
Seq_2416,-0.154,-0.291,-0.208,-0.544,-0.032
Seq_2417,0.068,-0.555,-0.388,-0.586,0.111
Seq_2418,0.237,-0.944,-0.286,-0.495,0.073
Seq_2419,0.277,-0.623,-0.275,-0.525,0.09
Seq_2420,0.113,-0.88,-0.394,-0.487,0.181
Seq_2421,0.089,-0.892,-0.413,-0.501,0.173
Seq_2422,0.598,-0.459,-0.057,-0.576,0.117
Seq_2423,0.14,-0.303,-0.325,-0.314,0.013
Seq_2424,0.046,-0.261,-0.076,-0.517,0.043
Seq_2425,0.232,-0.26,-0.394,-0.486,0.075
Seq_2426,0.209,-0.917,-0.267,-0.593,0.074
Seq_2427,0.336,-0.931,-0.363,-0.701,0.172
Seq_2428,0.055,-0.365,-0.162,-0.338,0.104
Seq_2429,-0.071,-0.54,-0.306,-0.257,0.228
Seq_2430,0.622,-0.441,-0.176,-0.699,0.148
Seq_2431,-0.118,-0.396,-0.234,-0.451,-0.067
