ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_2468,53.65,167.54,29.37,21.09,60.74,21.09,58.11,24.45,24.37,13.07,101.32,35.30,33.67,168.82,19.62,29.47,29.55,28.38,81.29,23.59
Seq_2469,13.97,72.64,49.65,23.23,62.18,15.55,164.10,21.32,25.59,14.20,78.90,56.72,18.93,60.63,59.91,46.37,27.10,17.49,156.57,87.59
Seq_2470,15.47,0.00,60.69,18.38,88.93,21.18,80.63,18.77,33.46,19.78,101.81,49.94,23.79,49.34,25.32,36.01,35.62,23.98,128.95,76.78
Seq_2471,25.14,114.46,35.64,15.64,23.33,22.86,93.35,29.53,18.51,29.40,47.31,95.94,22.87,49.93,24.59,46.09,48.46,21.02,0.00,86.61
Seq_2472,10.88,134.34,74.27,20.69,45.84,14.63,63.18,26.80,51.05,20.93,96.50,32.71,48.50,42.23,30.52,34.93,19.19,23.82,53.60,61.93
Seq_2473,43.13,164.74,21.02,24.15,32.11,49.52,67.55,22.06,13.75,23.60,75.43,18.30,128.87,53.43,39.05,30.65,38.38,45.86,87.11,43.46
Seq_2474,19.83,186.71,17.09,23.10,79.81,22.52,70.09,39.88,71.16,16.26,61.40,98.31,22.46,65.20,26.98,70.81,30.11,17.48,116.90,81.55
Seq_2475,19.78,31.03,46.37,26.70,57.38,14.72,27.52,25.10,76.53,31.35,88.14,22.69,38.39,39.02,25.41,15.24,23.66,27.64,82.10,41.34
Seq_2476,20.12,118.25,29.37,22.23,89.87,19.00,46.89,19.35,29.02,26.66,69.72,43.29,36.58,55.33,50.40,23.40,39.34,29.47,140.66,41.30
Seq_2477,18.08,33.34,27.25,43.18,58.52,38.66,48.48,30.64,16.12,46.00,62.62,28.99,21.21,20.03,15.19,30.37,47.83,15.40,0.00,36.72
Seq_2478,22.36,145.87,20.88,29.93,49.82,13.16,45.63,36.02,35.57,23.23,88.54,48.91,42.68,19.44,27.48,57.64,42.23,18.96,78.75,176.34
Seq_2479,15.69,0.00,15.33,12.00,26.80,18.62,41.36,25.32,10.13,15.37,20.89,26.71,31.41,43.17,33.24,31.79,15.90,27.69,44.34,30.63
Seq_2480,16.89,89.10,20.35,33.81,42.84,19.63,156.80,41.55,38.80,36.73,119.74,51.01,43.47,47.34,35.14,40.01,19.24,24.23,50.43,85.41
Seq_2481,19.25,0.00,23.17,21.71,64.47,34.58,38.88,36.82,32.71,22.19,48.46,31.93,26.62,75.74,25.71,22.08,27.71,11.91,0.00,132.46
Seq_2482,26.56,143.53,62.73,22.13,80.29,25.40,75.18,33.43,33.30,29.20,69.44,33.63,29.61,26.62,31.23,36.48,24.27,36.13,73.57,89.30
Seq_2483,37.26,59.34,33.48,39.72,32.43,23.41,61.70,37.91,61.50,21.71,102.13,40.38,32.70,39.42,43.89,19.82,30.49,28.42,60.87,45.67
Seq_2484,20.97,110.56,39.89,25.80,47.74,19.58,87.81,36.35,42.98,20.00,54.44,51.10,34.59,43.97,35.06,33.85,32.13,20.10,194.68,99.17
Seq_2485,24.02,48.30,68.37,13.91,18.73,40.38,33.50,17.59,21.23,20.46,24.86,36.60,22.34,55.54,28.08,18.29,20.52,21.61,0.00,39.19
Seq_2486,10.77,101.04,23.95,48.73,51.71,18.52,112.78,15.92,78.19,25.99,85.59,25.82,27.04,76.94,18.26,65.68,19.94,24.23,120.55,226.59
Seq_2487,20.56,208.07,29.44,26.22,49.75,17.59,94.99,32.01,64.84,17.98,53.26,87.85,31.26,62.85,25.60,72.19,55.76,19.77,94.76,42.67
Seq_2488,24.61,147.39,21.89,12.75,34.08,24.46,43.44,32.24,35.60,13.43,49.21,46.15,53.14,60.49,13.20,21.84,35.81,19.89,77.11,73.68
Seq_2489,23.41,42.14,36.34,28.18,47.16,33.55,62.39,31.41,29.17,14.94,49.02,37.63,37.12,40.16,49.96,19.33,41.76,26.99,126.64,46.01
Seq_2490,36.71,62.80,35.79,35.05,37.93,20.58,49.85,43.43,45.53,30.85,159.66,109.77,31.51,33.22,25.40,24.77,32.94,18.06,56.82,27.97
Seq_2491,20.49,186.21,26.91,23.70,83.34,34.73,99.73,29.67,21.30,15.03,136.65,54.79,46.89,36.78,32.46,29.90,38.45,36.44,0.00,81.87
Seq_2492,32.03,0.00,13.60,27.35,28.33,39.14,111.99,10.65,16.95,18.87,111.14,107.35,35.17,86.41,33.91,23.87,26.84,32.33,74.16,30.81
Seq_2493,20.32,0.00,25.92,16.38,28.96,30.16,65.05,24.50,29.63,21.06,98.28,50.58,20.26,23.12,50.46,21.87,32.49,16.88,46.65,32.48
Seq_2494,15.46,78.57,32.39,27.23,29.93,28.26,162.20,37.71,36.22,14.92,71.69,74.12,22.99,41.96,38.13,32.98,78.78,24.53,44.46,69.88
Seq_2495,61.44,499.61,179.41,38.77,210.90,91.57,512.60,31.23,95.42,50.57,312.80,197.08,30.71,88.95,283.59,15.16,8.59,22.50,215.49,220.21
Seq_2496,21.16,21.74,14.62,14.68,17.47,14.88,0.00,14.46,11.76,6.79,34.29,0.00,11.95,0.00,23.63,20.41,0.00,28.74,0.00,0.00
Seq_2497,40.90,69.20,39.30,21.31,117.79,31.76,86.51,43.34,22.75,19.90,97.21,25.92,41.96,40.96,48.08,25.71,29.30,25.09,565.77,74.11
Seq_2498,8.65,146.86,28.94,34.34,70.06,21.49,76.33,28.45,31.32,16.04,39.89,63.41,23.13,31.23,39.83,28.43,25.68,15.77,200.82,76.00
Seq_2499,29.85,335.26,22.08,45.69,48.42,16.93,62.68,36.19,32.05,21.68,84.88,63.62,33.88,164.16,22.90,36.58,20.66,26.22,140.77,47.68
Seq_2500,15.84,363.63,30.82,30.18,44.58,17.91,75.27,29.52,54.31,13.11,65.11,63.37,34.31,38.78,19.75,40.92,37.44,25.32,382.28,54.69
Seq_2501,17.11,123.09,34.39,18.09,73.38,13.17,63.90,19.26,62.33,21.80,83.00,77.17,45.73,41.02,38.80,36.79,24.00,26.48,43.40,72.83
Seq_2502,14.86,0.00,16.99,20.08,45.22,63.07,67.06,36.18,15.53,11.44,33.87,36.03,55.17,28.81,38.81,45.31,33.60,25.35,0.00,117.28
Seq_2503,27.24,186.67,21.83,15.30,50.26,34.45,74.81,39.14,23.44,27.33,67.56,47.69,62.86,49.29,137.32,18.91,15.28,21.99,57.66,28.41
Seq_2504,25.48,289.99,28.12,37.81,44.55,18.67,81.71,35.87,51.68,23.96,88.64,37.34,26.17,59.57,63.48,23.09,20.76,26.43,51.12,53.51
Seq_2505,27.76,76.69,101.04,124.02,64.15,17.41,57.14,63.87,77.26,21.94,71.45,89.86,22.44,33.07,34.92,22.55,29.54,25.32,128.23,61.45
Seq_2506,13.61,0.00,15.43,59.50,46.86,17.67,75.82,52.10,21.77,17.70,56.84,83.83,31.26,44.27,33.42,15.01,9.82,31.08,39.03,46.95
Seq_2507,18.79,86.39,39.02,30.09,36.73,18.42,121.32,42.10,30.13,30.52,80.30,42.78,34.80,41.57,51.78,34.98,30.02,22.12,97.62,56.13
Seq_2508,14.26,64.10,22.58,23.78,70.77,20.12,27.43,24.04,64.04,19.94,26.53,39.79,32.59,66.79,14.59,58.36,27.07,21.86,94.22,68.91
Seq_2509,24.95,95.24,44.58,32.97,34.50,27.96,89.36,19.84,32.12,21.00,127.39,40.55,37.74,62.19,32.39,28.34,23.91,24.67,157.62,44.40
Seq_2510,40.13,146.61,24.74,51.81,41.51,24.88,61.47,39.60,28.73,31.95,63.16,19.42,35.63,39.67,109.57,28.78,43.95,34.21,99.62,24.41
Seq_2511,34.50,28.37,51.02,20.69,21.66,17.23,112.75,28.64,23.82,18.01,77.76,41.69,29.08,27.19,46.53,20.10,70.52,25.42,115.22,36.99
Seq_2512,6.72,0.00,23.12,22.44,44.11,12.72,55.07,27.90,15.60,24.21,66.69,76.80,51.80,58.84,83.24,48.89,30.00,16.02,0.00,134.76
Seq_2513,28.93,168.94,22.80,42.32,32.14,17.59,35.88,24.55,138.29,21.51,66.34,36.04,39.31,33.32,27.80,21.11,62.30,43.61,103.86,23.20
Seq_2514,15.33,120.28,33.98,29.67,61.79,21.10,94.09,20.44,39.85,23.77,57.89,24.75,72.89,60.99,26.38,27.11,30.35,14.96,0.00,30.76
Seq_2515,15.71,73.36,32.05,32.64,45.10,27.30,57.38,26.76,51.51,20.33,41.55,68.57,32.82,42.25,29.36,40.38,61.98,17.24,172.55,58.03
Seq_2516,19.75,142.30,54.92,52.87,75.96,33.22,71.29,99.01,54.22,18.77,97.45,42.37,17.30,29.27,50.84,18.93,28.55,53.41,121.40,30.92
Seq_2517,16.90,67.00,25.92,36.16,45.73,22.39,112.74,56.35,54.11,19.56,42.31,31.48,35.90,24.02,29.16,26.73,24.14,30.95,53.44,48.20
Seq_2518,15.02,154.85,24.75,24.32,40.84,20.10,101.39,38.10,107.61,14.52,55.14,54.40,17.74,28.25,16.96,52.97,28.27,18.03,0.00,47.46
Seq_2519,14.34,213.96,27.55,30.51,26.00,17.10,55.33,22.36,36.22,20.68,93.84,28.76,29.63,48.68,52.20,21.02,31.76,14.87,140.97,70.58
Seq_2520,12.79,78.42,30.87,26.70,46.03,18.69,82.39,25.39,20.06,13.44,69.67,31.03,43.86,43.35,44.12,26.95,28.16,21.32,0.00,50.75
Seq_2521,24.85,36.00,12.56,9.59,26.06,50.72,53.99,17.54,52.19,20.79,54.08,27.62,13.72,37.47,105.01,52.67,49.09,16.48,60.88,63.33
Seq_2522,25.51,152.60,62.55,20.19,80.67,18.34,35.10,21.64,37.00,28.00,56.71,24.32,49.64,45.03,47.03,19.14,28.82,18.58,240.00,36.45
Seq_2523,21.20,62.78,20.04,35.14,57.46,22.98,79.18,23.35,32.70,23.15,147.10,77.50,30.13,32.39,39.39,34.20,33.48,26.99,182.13,36.59
Seq_2524,36.09,105.58,22.10,21.16,59.71,22.02,148.81,12.69,21.08,22.85,60.71,24.86,28.95,79.51,22.70,26.06,22.60,20.65,114.47,32.31
Seq_2525,18.37,53.78,28.76,20.33,45.52,18.54,92.58,25.70,20.41,13.41,32.79,49.27,46.90,65.04,91.47,29.44,34.04,21.61,169.03,35.22
Seq_2526,20.91,74.70,32.89,24.06,24.66,10.53,52.91,27.75,9.49,24.91,47.26,25.86,32.04,44.87,41.51,51.98,14.48,69.69,52.44,31.34
Seq_2527,22.30,150.21,59.30,46.13,55.92,33.76,102.32,48.22,50.95,25.70,76.93,69.98,36.72,47.49,30.57,27.16,49.33,22.67,263.40,48.52
Seq_2528,25.50,142.10,23.12,29.21,25.73,24.70,29.41,28.69,27.03,15.18,81.35,34.47,19.04,58.15,47.78,28.94,59.33,34.83,76.16,34.75
Seq_2529,27.09,71.26,16.71,20.73,23.79,21.11,109.88,68.23,25.79,17.92,96.58,75.37,31.60,46.52,41.31,32.79,25.28,32.94,131.01,38.99
Seq_2530,24.96,0.00,48.92,23.90,24.93,58.43,28.15,26.27,15.62,30.31,51.33,53.34,54.84,29.40,18.61,20.43,28.35,13.59,68.67,26.97
Seq_2531,15.74,262.49,29.47,19.98,37.26,44.45,48.74,39.63,24.24,14.94,42.92,42.62,33.43,41.80,82.41,23.29,31.59,22.28,122.46,45.43
Seq_2532,22.68,83.32,49.85,35.60,53.91,31.01,67.81,37.51,27.73,17.69,61.30,31.13,38.28,41.61,31.23,65.55,29.09,29.42,281.85,33.57
Seq_2533,24.35,22.41,17.02,19.48,56.90,19.49,32.45,26.33,13.67,14.16,27.77,24.39,31.55,0.00,38.37,15.05,25.23,12.16,0.00,28.96
Seq_2534,16.68,0.00,18.98,12.77,31.87,14.37,59.12,63.48,20.81,27.22,61.13,58.27,28.69,64.09,42.54,62.22,30.70,16.86,56.50,23.29
Seq_2535,13.65,174.42,16.71,39.08,67.02,13.50,38.87,39.06,47.10,21.08,65.95,49.44,47.69,46.64,41.19,37.51,20.15,20.36,188.02,60.75
Seq_2536,23.67,65.34,38.65,20.82,39.35,40.67,68.05,22.76,18.77,13.18,82.17,25.09,110.35,71.08,74.90,31.51,38.90,42.26,187.37,36.79
Seq_2537,23.12,242.53,74.55,37.61,101.88,17.56,85.81,104.20,83.67,41.39,55.43,27.06,28.35,37.80,40.45,28.79,36.12,45.26,227.88,138.57
Seq_2538,16.75,262.67,39.80,77.10,22.06,17.62,30.02,26.89,73.40,21.61,79.82,46.12,40.54,51.17,72.36,30.57,31.83,31.65,44.80,46.40
Seq_2539,18.88,120.09,44.03,33.80,40.67,21.44,173.01,32.84,21.74,19.53,174.51,56.56,26.53,39.81,33.63,23.80,14.49,23.05,116.68,47.69
Seq_2540,29.57,48.89,28.55,23.90,46.76,34.81,61.60,60.28,32.81,14.98,37.15,70.64,48.42,43.05,31.15,28.64,54.61,27.56,148.65,49.23
Seq_2541,26.68,147.87,31.95,62.69,66.01,21.02,39.20,26.67,32.51,19.85,72.66,37.88,42.42,51.49,66.89,29.23,34.87,26.00,42.86,37.47
Seq_2542,16.54,89.66,26.15,19.01,35.90,18.84,112.86,46.20,51.95,23.97,89.71,70.35,29.32,64.73,20.26,15.29,21.72,26.91,101.55,84.35
Seq_2543,33.18,257.58,26.78,16.80,28.44,18.33,169.21,20.98,14.69,16.13,64.80,76.18,54.47,104.86,206.37,26.18,58.16,21.61,0.00,75.94
Seq_2544,17.75,104.25,23.48,26.64,55.03,12.49,77.41,35.72,84.85,20.86,101.00,62.79,22.32,46.41,22.21,74.82,32.84,39.73,122.05,50.41
Seq_2545,18.20,0.00,75.79,47.87,26.27,23.29,74.01,21.80,124.10,12.75,144.05,49.91,38.70,87.76,51.91,24.26,34.94,30.35,45.26,21.23
Seq_2546,35.87,203.02,20.72,25.07,30.47,23.91,103.12,32.17,24.61,20.54,37.96,30.48,68.62,24.42,23.68,14.68,14.93,19.71,78.02,43.41
Seq_2547,33.37,183.14,26.80,24.87,35.58,18.90,58.65,24.67,32.87,17.60,86.44,37.38,40.26,48.38,49.17,32.53,39.00,21.82,154.01,54.70
Seq_2548,28.01,196.49,40.80,22.69,49.58,24.66,65.44,29.04,37.61,21.33,65.17,48.94,36.91,41.75,29.04,35.00,38.60,25.12,0.00,60.97
Seq_2549,17.15,46.97,21.19,21.75,64.17,20.30,58.32,30.22,55.41,16.97,67.61,22.74,31.39,48.30,25.11,56.11,63.61,23.78,88.93,33.63
Seq_2550,28.78,48.93,34.36,22.10,34.52,46.24,37.24,27.08,35.45,19.50,31.43,38.32,39.14,22.30,32.60,35.39,54.63,31.92,267.84,72.24
Seq_2551,23.01,0.00,28.05,23.48,64.01,25.67,89.46,34.54,16.37,16.43,32.42,51.27,44.95,31.55,36.12,31.36,30.99,20.07,0.00,199.39
Seq_2552,26.00,96.86,24.24,28.54,37.63,27.18,61.17,28.66,25.82,14.25,75.11,82.04,25.35,53.13,32.18,32.75,28.03,23.92,110.81,41.35
Seq_2553,16.34,166.08,24.45,22.81,44.87,21.99,54.64,32.87,57.24,15.50,93.70,76.48,55.03,65.32,20.44,27.50,29.70,35.68,178.05,127.98
Seq_2554,18.81,30.38,37.28,25.22,25.35,27.13,85.67,30.93,24.99,19.90,50.17,49.52,33.23,37.38,25.97,46.01,36.16,16.70,0.00,64.05
Seq_2555,14.97,101.77,49.03,12.21,61.29,52.43,62.34,28.60,31.84,10.14,79.91,20.31,41.94,26.56,41.08,40.94,28.42,25.88,56.34,45.13
Seq_2556,25.24,87.34,41.57,27.06,55.78,16.70,54.27,36.57,30.17,18.47,84.91,77.11,32.86,33.98,42.32,27.63,24.37,17.21,123.28,60.92
Seq_2557,26.88,91.88,17.80,16.44,40.15,20.21,48.36,29.45,43.41,18.07,86.54,37.74,36.54,31.10,39.84,26.37,53.82,21.08,57.42,30.81
Seq_2558,20.20,77.28,31.72,31.01,27.66,15.46,55.86,20.06,31.41,25.44,58.73,52.36,22.92,62.25,37.29,23.93,35.88,21.36,132.53,33.43
Seq_2559,14.15,185.03,27.28,55.48,76.25,19.58,104.87,29.13,64.42,33.69,120.20,24.59,36.45,79.43,26.80,28.06,38.52,21.02,141.46,51.50
Seq_2560,22.66,68.02,27.85,22.65,40.12,21.45,55.00,20.09,43.18,30.78,112.04,34.12,33.38,95.45,26.18,31.94,45.97,23.99,121.00,51.62
Seq_2561,22.28,48.53,30.38,22.90,22.56,31.43,68.18,20.95,19.33,28.56,50.52,60.24,75.91,15.59,58.46,10.42,14.39,18.85,58.11,27.33
Seq_2562,12.28,0.00,25.83,22.93,54.46,24.01,81.83,25.84,29.11,16.22,61.65,27.85,77.26,47.85,56.20,25.38,29.65,16.04,0.00,51.49
Seq_2563,25.42,230.94,22.87,35.39,39.53,30.49,80.86,43.61,62.76,17.98,123.61,44.49,26.14,33.46,45.59,19.72,27.22,38.89,412.16,64.88
Seq_2564,23.00,175.04,32.16,39.73,29.59,17.55,79.08,27.00,40.21,26.37,62.63,23.75,44.46,37.37,28.55,25.52,41.23,19.74,195.48,48.80
Seq_2565,65.37,108.52,21.33,23.34,29.85,17.40,52.65,16.42,36.15,20.72,89.22,35.03,22.48,55.87,32.35,23.31,26.00,23.60,0.00,47.26
Seq_2566,32.89,57.63,21.02,23.52,29.19,37.13,76.81,48.49,28.60,19.64,103.28,52.61,26.57,35.45,84.67,26.02,33.33,28.90,83.79,63.40
Seq_2567,27.24,88.06,32.21,26.65,33.28,26.51,28.66,45.55,35.85,17.31,108.42,80.13,36.94,41.65,45.05,40.10,22.53,22.12,62.47,73.01
Seq_2568,20.30,92.96,22.25,31.48,41.55,15.66,37.34,24.57,30.45,21.16,76.09,35.39,29.75,56.60,54.56,31.85,35.16,34.86,70.24,112.28
Seq_2569,11.94,170.73,48.34,41.89,39.70,19.27,62.54,43.40,71.36,16.29,93.19,44.95,31.02,61.67,46.34,32.61,24.85,19.01,185.40,61.70
Seq_2570,26.75,140.41,44.95,13.83,35.50,26.11,147.12,25.68,15.28,15.53,213.34,69.66,59.38,79.99,32.95,32.85,45.16,33.32,207.85,58.72
Seq_2571,10.23,92.46,44.77,36.70,41.01,19.53,97.54,23.47,46.37,17.16,98.52,48.73,33.36,45.80,31.91,31.95,27.28,15.58,131.27,85.07
Seq_2572,18.22,239.70,31.21,36.34,32.19,21.29,45.90,34.44,41.95,26.73,140.84,37.81,26.90,56.50,55.52,25.17,26.30,26.42,52.53,42.35
Seq_2573,19.31,267.54,30.91,27.47,43.63,37.59,108.61,41.07,50.70,12.74,69.14,32.29,33.15,21.62,35.60,31.03,27.07,37.60,100.73,64.81
Seq_2574,26.80,0.00,14.90,21.55,29.99,30.08,40.96,24.64,28.86,23.03,74.11,60.75,17.56,39.91,25.59,37.90,38.97,19.69,0.00,18.62
Seq_2575,42.11,437.55,42.52,10.66,136.82,87.42,198.93,21.41,13.49,10.98,162.26,46.15,124.49,81.16,26.88,38.87,37.04,55.14,532.50,54.67
Seq_2576,10.35,222.48,29.80,42.03,94.72,19.43,133.24,163.48,367.37,30.64,192.44,164.62,21.21,111.86,16.97,34.36,97.17,56.41,109.00,146.31
Seq_2577,14.93,73.82,22.25,13.11,23.20,37.25,42.45,22.69,60.20,20.53,95.29,42.85,23.07,59.78,20.50,36.16,36.72,21.34,33.94,27.92
Seq_2578,23.17,55.19,35.19,18.38,48.57,57.59,36.47,52.02,28.68,16.33,74.35,50.97,33.98,45.73,50.09,22.68,89.36,24.88,174.63,41.08
Seq_2579,30.56,115.64,32.66,27.70,52.74,29.97,60.74,45.38,27.16,20.32,42.14,38.96,27.28,46.24,19.81,42.36,36.59,44.42,168.53,57.52
Seq_2580,29.25,0.00,36.97,31.69,37.17,29.41,74.72,13.40,12.92,14.19,79.62,27.47,20.62,87.11,15.83,22.01,22.37,21.17,76.13,19.92
Seq_2581,16.31,102.02,21.51,14.62,22.76,21.95,71.91,39.22,19.21,11.31,61.35,130.39,25.86,47.01,32.05,42.32,47.88,22.13,77.40,55.06
Seq_2582,32.32,214.14,33.81,11.48,32.12,44.96,101.50,22.86,20.95,14.77,126.13,60.12,39.51,82.02,14.34,32.60,36.77,20.73,0.00,60.22
Seq_2583,27.08,180.20,31.04,30.21,262.77,12.98,36.78,177.44,181.99,126.35,117.46,46.33,29.17,101.57,14.43,12.89,46.25,151.48,104.65,52.14
Seq_2584,25.49,47.18,22.34,45.33,50.93,14.61,29.63,16.22,36.19,14.27,20.95,26.12,55.31,28.00,13.91,17.36,28.56,16.02,0.00,32.11
Seq_2585,19.38,313.26,24.24,39.39,93.63,23.16,56.69,29.08,34.02,17.97,51.01,62.42,37.77,33.76,25.33,37.53,22.64,22.30,57.82,77.59
Seq_2586,18.06,79.21,42.02,25.41,27.19,24.03,81.13,18.75,15.75,30.03,76.48,54.36,29.84,47.15,21.07,31.50,22.28,23.60,193.42,57.84
Seq_2587,13.48,0.00,20.70,38.35,26.98,12.47,53.02,49.33,23.53,17.50,126.01,39.70,27.25,27.69,11.83,61.57,30.10,15.03,0.00,22.46
Seq_2588,16.42,74.86,29.54,13.87,20.93,28.62,25.12,29.44,35.61,10.46,45.79,56.95,30.72,45.42,18.86,34.93,20.27,46.65,72.67,46.40
Seq_2589,10.52,83.93,26.34,36.26,39.03,21.27,43.67,26.69,49.67,13.64,58.37,77.37,43.62,54.46,20.29,29.70,50.81,21.32,150.80,68.29
Seq_2590,25.49,266.13,32.62,40.15,39.88,23.13,159.03,16.00,20.06,16.36,70.15,31.61,71.36,65.15,56.40,24.34,32.24,33.14,259.70,42.96
Seq_2591,13.55,0.00,32.81,21.71,28.23,16.15,145.49,20.74,22.40,16.37,146.28,36.85,39.21,28.28,70.44,30.04,37.63,20.00,158.28,64.21
Seq_2592,16.69,0.00,43.61,16.43,80.48,45.07,75.75,40.67,20.58,15.84,140.62,71.92,54.07,16.64,21.17,45.18,24.12,28.50,0.00,77.87
Seq_2593,43.19,112.19,24.29,30.52,38.21,22.53,91.66,28.86,14.43,11.50,67.55,37.50,33.08,87.73,32.75,40.15,61.17,26.10,182.51,42.13
Seq_2594,18.10,86.92,46.16,16.78,61.00,15.61,100.73,39.59,46.89,18.76,93.34,83.29,32.08,55.68,19.31,41.30,35.31,19.03,70.60,49.15
Seq_2595,25.98,86.30,20.52,16.25,77.70,36.37,82.17,31.46,20.47,15.80,37.96,29.71,77.86,86.00,25.91,26.48,32.44,35.75,129.75,29.73
Seq_2596,31.92,88.07,27.87,20.82,30.91,25.54,84.13,23.86,28.36,12.59,41.65,38.98,27.44,18.92,69.77,45.98,26.68,27.85,93.92,28.61
Seq_2597,33.09,307.84,54.76,54.10,99.19,22.48,78.64,67.47,338.78,41.70,138.60,32.61,27.59,30.20,19.89,34.00,32.42,37.99,139.12,83.09
Seq_2598,55.39,555.06,29.85,22.56,175.96,39.98,51.40,73.20,23.71,52.27,89.94,55.39,91.65,69.18,33.71,23.99,30.04,54.92,343.93,186.03
Seq_2599,20.94,76.23,36.05,36.54,60.80,37.07,61.98,28.11,80.73,38.87,132.11,26.80,51.53,38.24,23.59,25.79,30.49,25.14,128.61,29.00
Seq_2600,18.26,116.66,26.94,28.41,32.53,29.41,103.03,33.42,58.51,12.66,63.78,57.90,34.44,49.15,30.69,26.31,47.31,24.07,159.97,37.02
Seq_2601,32.52,73.61,36.15,53.67,45.33,34.87,68.14,23.45,42.07,22.89,75.99,32.65,35.11,56.08,42.99,27.85,28.50,28.57,206.56,44.33
Seq_2602,28.38,54.57,13.40,34.14,28.16,30.64,76.36,35.47,21.50,19.33,57.93,55.74,20.61,39.62,34.61,25.31,40.42,50.92,69.58,33.30
Seq_2603,38.00,424.30,64.10,50.23,113.20,114.59,68.67,107.39,40.99,46.04,71.77,134.35,24.67,29.25,63.18,43.00,52.74,39.55,574.73,199.79
Seq_2604,14.14,98.28,21.50,59.98,65.93,14.07,45.67,19.28,25.35,57.16,83.71,33.35,40.90,77.11,11.64,24.40,29.95,13.46,0.00,74.25
Seq_2605,19.59,68.56,19.98,68.85,36.96,28.34,46.20,19.52,20.09,11.43,72.32,39.12,17.63,32.82,44.25,23.57,15.33,14.61,81.10,103.12
Seq_2606,26.90,111.89,52.20,36.67,63.04,16.78,20.20,41.19,52.76,16.64,94.96,49.04,22.91,39.17,20.70,55.73,46.02,18.61,86.82,161.35
Seq_2607,20.08,83.84,33.23,26.63,27.02,16.10,39.87,65.42,37.61,26.05,43.61,76.04,25.06,45.26,40.51,25.14,28.36,27.82,154.21,44.97
Seq_2608,23.64,134.68,29.97,32.40,48.78,20.80,44.63,29.16,33.57,26.35,58.10,50.56,62.61,64.11,26.75,34.59,29.97,32.79,306.72,47.65
Seq_2609,34.05,107.26,30.45,17.54,42.48,40.47,159.70,15.79,26.19,20.17,88.47,35.67,69.78,42.79,27.32,21.72,31.89,30.34,154.82,45.41
Seq_2610,30.98,165.51,44.33,20.84,36.22,25.68,72.64,13.00,14.96,36.42,167.67,41.18,41.41,106.32,27.57,31.86,33.98,29.54,213.22,34.03
Seq_2611,24.16,75.27,45.48,60.67,60.95,24.02,94.09,38.97,75.48,20.44,94.83,74.37,33.19,66.85,45.39,29.03,32.62,28.43,122.53,53.01
Seq_2612,13.07,0.00,24.87,62.90,29.01,21.02,95.83,24.87,31.21,24.74,95.19,39.56,23.06,27.95,85.41,57.68,29.50,23.03,0.00,54.02
Seq_2613,47.09,80.91,59.33,33.56,71.99,40.87,85.75,26.12,41.56,24.31,110.20,33.59,71.18,40.50,62.83,27.70,26.38,35.35,95.49,75.94
Seq_2614,18.57,76.30,23.06,35.25,21.80,21.30,61.91,25.65,88.02,23.56,74.95,33.56,36.74,23.64,54.46,26.65,31.13,22.29,108.74,0.00
Seq_2615,27.01,148.26,36.70,32.59,106.12,20.78,75.66,48.07,195.99,18.30,55.92,71.55,35.94,34.02,57.23,30.06,39.52,30.45,142.46,115.39
Seq_2616,32.92,99.87,43.49,30.53,59.26,28.36,52.53,25.15,31.90,19.22,51.33,47.80,59.13,62.92,34.23,25.89,42.78,20.49,140.47,58.95
Seq_2617,16.11,0.00,23.67,25.22,28.49,19.34,57.35,28.32,31.87,22.42,52.43,111.54,32.98,67.74,36.06,56.93,51.75,22.69,148.93,40.48
Seq_2618,35.88,91.77,63.56,38.10,78.11,28.69,63.79,122.25,59.73,26.69,64.13,64.10,21.35,36.49,29.70,20.60,43.32,49.16,153.96,84.01
Seq_2619,12.71,225.48,20.32,23.07,30.05,20.85,62.65,47.69,101.39,18.45,89.74,65.29,36.88,24.94,36.47,19.39,24.13,27.39,91.08,41.35
Seq_2620,28.57,0.00,17.14,14.51,66.97,17.89,34.99,16.16,24.41,11.39,26.84,25.69,79.40,49.35,20.95,38.70,110.83,31.19,71.27,28.68
Seq_2621,22.26,52.89,33.06,28.83,44.64,28.16,133.74,39.21,29.81,12.56,139.49,62.91,21.93,21.07,33.24,23.38,36.78,34.97,100.99,61.50
Seq_2622,22.65,0.00,30.68,45.34,41.22,15.23,63.49,47.81,56.50,21.72,85.11,27.13,32.11,46.50,34.87,23.05,26.25,36.71,94.62,44.27
Seq_2623,22.78,55.83,28.74,20.90,36.44,28.18,73.84,34.63,29.98,17.96,64.86,48.48,47.07,48.84,42.20,43.44,29.53,33.93,184.08,30.37
Seq_2624,19.00,53.13,29.15,49.06,100.90,22.43,72.59,17.51,38.02,28.54,95.42,24.72,65.74,42.08,38.11,36.81,26.95,14.67,118.57,55.47
Seq_2625,23.04,8.68,28.30,44.70,25.57,20.46,36.56,25.72,23.32,20.94,22.59,37.31,25.58,34.56,37.66,43.15,61.73,15.62,19.04,0.00
Seq_2626,20.57,341.21,27.26,61.08,104.21,13.65,59.46,44.02,59.13,20.75,88.15,32.73,18.41,53.44,45.20,23.65,25.58,34.06,44.25,87.20
